A,Name on ballot,Candidate Sequence,Unnamed: 3,Type Nominat- ion,Electoral district,Unnamed: 6,Sex,Candidate's full name,Voter number,Sex_raw
244,Al-Arafri Foun- dation Coalition,66,,Alliance,Baghdad,,Female,Iman Ali Rahim Thajib Al-Ajili,3394,female
244,Al-Arafri Foun- dation Coalition,67,,Alliance,Baghdad,,Female,"Nadia Jabbar Karim, honey, my sweetheart",3395,female
244,Al-Arafri Foun- dation Coalition,68,,Alliance,Baghdad,,Male,Qasim Javad Kazem Dagrlami,3396,Male
244,Al-Arafri Foun- dation Coalition,69,,Alliance,Baghdad,,Male,Ihsan Muhammad Asi Awad Al-Khalidi,3397,Male
244,Al-Arafri Foun- dation Coalition,70,,Alliance,Baghdad,,Male,Yasir Abbas Ali Khadna- ltani,3398,Male
244,Al-Arafri Foun- dation Coalition,71,,Alliance,Baghdad,,Male,Walid Saleh Hamad Khair Al-Khair,3399,Male
244,Al-Arafri Foun- dation Coalition,72,,Alliance,Baghdad,,Male,Khazal Abbas Khazal Mahdi al-Moussawi,3400,Male
244,Al-Arafri Foun- dation Coalition,73,,Alliance,Baghdad,,Female,Nazik Muhammad Rasn Y Hassan Awady,3401,female
244,Al-Arafri Foun- dation Coalition,74,,Alliance,Baghdad,,Female,Enas Naji Kazim Ibrahim Al-Maqsousi,3402,female
244,Al-Arafri Foun- dation Coalition,75,,Alliance,Baghdad,,Male,Naaman Khalaf Joda Zghairal Zerg,3403,Male
244,Al-Arafri Foun- dation Coalition,76,,Alliance,Baghdad,,Male,Maytham Yousef Jadaan Ali Al-Saeedi,3404,Male
244,Al-Arafri Foun- dation Coalition,77,,Alliance,Baghdad,,Female,Don't you feel sorry for my beloved who asked me to leave?,3405,female
244,Al-Arafri Foun- dation Coalition,78,,Alliance,Baghdad,,Male,Regret of N. Khedrius Faknihar Al-Maliki,3406,Male
244,Al-Arafri Foun- dation Coalition,79,,Alliance,Baghdad,,Female,Ibtisam Hasir N Khamis Marhej Al-Kanani,3407,female
244,Al-Arafri Foun- dation Coalition,80,,Alliance,Baghdad,,Male,Mazen Munir Farhan Ahmed Al-Rawi,3408,Male
244,Al-Arafri Foun- dation Coalition,81,,Alliance,Baghdad,,Female,Taiba Karim Abdulaziz Zidan Al-Tamimi,3409,female
244,Al-Arafri Foun- dation Coalition,82,,Alliance,Baghdad,,Male,Basharmaki Naama Saleh Al-Issawi,3410,Male
244,Al-Arafri Foun- dation Coalition,83,,Alliance,Baghdad,,Female,Tweet Tariq Najm Radam Al Youdeh,3411,female
244,Al-Arafri Foun- dation Coalition,84,,Alliance,Baghdad,,Male,Nour Saad Mahmoud Hasirn Al- Mulla,3412,Male
244,Al-Arafri Foun- dation Coalition,85,,Alliance,Baghdad,,Female,Shaza Badramfir N Taresh Al-Lami,3413,female
244,Al-Arafri Foun- dation Coalition,86,,Alliance,Baghdad,,Male,Saad Ghaleb Mashhout Hilal Al-Hijami,3414,Male
244,Al-Arafri Foun- dation Coalition,87,,Alliance,Baghdad,,Male,Naseef Mohsen Sa'isa'a الهاشمیي عذيب,3415,Male
244,Al-Arafri Foun- dation Coalition,88,,Alliance,Baghdad,,Male,Haider Rashid Ghanem KhalafAl-Ghanem,3416,Male
244,Al-Arafri Foun- dation Coalition,89,,Alliance,Baghdad,,Female,Marwa Sabah Kazem Maji Al Shamri,3417,female
244,Al-Arafri Foun- dation Coalition,90,,Alliance,Baghdad,,Male,Kazem Ali Abdul-Hassan Hassan Zenkena,3418,Male
244,Al-Arafri Foun- dation Coalition,91,,Alliance,Baghdad,,Male,Diaa Jabbar Laithi Jassim Al-Furaiji,3419,Male
244,Al-Arafri Foun- dation Coalition,92,,Alliance,Baghdad,,Male,"Abbas Shim Jaata, defensive blocker",3420,Male
244,Al-Arafri Foun- dation Coalition,93,,Alliance,Baghdad,,Male,Baha Mahmoud Ahmed Mahmoud Al-Zaidi,3421,Male
244,Al-Arafri Foun- dation Coalition,94,,Alliance,Baghdad,,Male,Fayeq Ibrahim Hassan Fattah Al-Mandlawi,3422,Male
244,Al-Arafri Foun- dation Coalition,95,,Alliance,Baghdad,,Female,Shahab Ahmed Naguib Al-Mulli's table,3423,female
244,Al-Arafri Foun- dation Coalition,96,,Alliance,Baghdad,,Female,Sondos Samir Jumaa Mahmoud Al-Azzawi,3424,female
244,Al-Arafri Foun- dation Coalition,97,,Alliance,Baghdad,,Female,Hawra Saleh Jassam Abdul Saleh Al-Qara غولیي,3425,female
244,Al-Arafri Foun- dation Coalition,98,,Alliance,Baghdad,,Male,Fakhr Hasir N Matarmanukh Al-Manukh,3426,Male
244,Al-Arafri Foun- dation Coalition,99,,Alliance,Baghdad,,Male,Abdul Muttalib Hafez Dakhel Aboud Al-Maliki,3427,Male
244,Al-Arafri Foun- dation Coalition,100,,Alliance,Baghdad,,Male,Abdul Azim Ali Kuwait Sultan Al-Maksousi,3428,Male
244,Al-Arafri Foun- dation Coalition,101,,Alliance,Baghdad,,Male,Qayd Baha' al-Din Falji Jabir al-Moussawi,3429,Male
244,Al-Arafri Foun- dation Coalition,102,,Alliance,Baghdad,,Male,Abbas Hasir Nikazem Hasir N Al- Badri,3430,Male
244,Al-Arafri Foun- dation Coalition,103,,Alliance,Baghdad,,Female,Hazem Mutlaq Abdul Abdul Sultan Al-Joud,3431,female
244,Al-Arafri Foun- dation Coalition,104,,Alliance,Baghdad,,Female,Narrated by Rumaid Saud Madji Hazimawi,3432,female
244,Al-Arafri Foun- dation Coalition,105,,Alliance,Baghdad,,Female,Sarah Majeed Ghathan Y Khalasbas Al- Quraishi Y,3433,female
244,Al-Arafri Foun- dation Coalition,106,,Alliance,Baghdad,,Male,Hadi Saleh Marzouq Baser Y Fatla,3434,Male
244,Al-Arafri Foun- dation Coalition,107,,Alliance,Baghdad,,Male,Zaid Abdul Jabbar Shahbaz Jawad Al-Kanani,3435,Male
244,Al-Arafri Foun- dation Coalition,108,,Alliance,Baghdad,,Male,Mansour Abbas Ali Jialamir,3436,Male
244,Al-Arafri Foun- dation Coalition,109,,Alliance,Baghdad,,Female,"Ikhlas Khaled Hassoun, you are a genius, you are a bodily genius",3437,female
244,Al-Arafri Foun- dation Coalition,110,,Alliance,Baghdad,,Male,Louay Talib Kadhim Hassan Al-Jubouri,3438,Male
244,Al-Arafri Foun- dation Coalition,111,,Alliance,Baghdad,,Male,عبدالحسيرن عبود ناجي عبيد البهادلیي,3439,Male
244,Al-Arafri Foun- dation Coalition,112,,Alliance,Baghdad,,Female,Mays Qasim Jikhdir Al-Zaidawi,3440,female
244,Al-Arafri Foun- dation Coalition,113,,Alliance,Baghdad,,Female,Batoul Hasir Ibrahim Ali Al-Bayanri,3441,female
244,Al-Arafri Foun- dation Coalition,114,,Alliance,Baghdad,,Male,Abdul Hassan KatoufSuhail Al- Lami,3442,Male
244,Al-Arafri Foun- dation Coalition,115,,Alliance,Baghdad,,Male,Fadhelkmrkhwerthjil dolphin y,3443,Male
244,Al-Arafri Foun- dation Coalition,116,,Alliance,Baghdad,,Male,Omar Sabji Awad Yousef Al-Nasser,3444,Male
244,Al-Arafri Foun- dation Coalition,117,,Alliance,Baghdad,,Female,Hind Haytham Salman Hamdi Al-Saeedi,3445,female
244,Al-Arafri Foun- dation Coalition,118,,Alliance,Baghdad,,Male,Nawar Abdul-Jabbar Ibrahim Kabyan Al-Amiri,3446,Male
244,Al-Arafri Foun- dation Coalition,119,,Alliance,Baghdad,,Male,Qais Naama Khushum Younis Al- Hamdani,3447,Male
244,Al-Arafri Foun- dation Coalition,120,,Alliance,Baghdad,,Male,Ali Hafez Taleh Yousef Al Shamri,3448,Male
244,Al-Arafri Foun- dation Coalition,121,,Alliance,Baghdad,,Female,Hadeel Ali Lafta Mohammed Al-Aboudi,3449,female
244,Al-Arafri Foun- dation Coalition,122,,Alliance,Baghdad,,Female,Muthanna Abbas Abdul-Sada Hassan Al- Karaji,3450,female
244,Al-Arafri Foun- dation Coalition,123,,Alliance,Baghdad,,Male,Omar Mahmoud Rajab RaghifAl-Shammari,3451,Male
244,Al-Arafri Foun- dation Coalition,124,,Alliance,Baghdad,,Male,كاظم صحن عيسى خضير التميمیي,3452,Male
244,Al-Arafri Foun- dation Coalition,125,,Alliance,Baghdad,,Female,Nada Abdel Hadi Hafez Awda Al-Aboudi,3453,female
244,Al-Arafri Foun- dation Coalition,126,,Alliance,Baghdad,,Male,Ali Abdul Razzaq Farhan Mard Fartosi,3454,Male
244,Al-Arafri Foun- dation Coalition,127,,Alliance,Baghdad,,Male,Mushtaq Ismail Sarhan Najm Al-Dulaimi,3455,Male
244,Al-Arafri Foun- dation Coalition,128,,Alliance,Baghdad,,Male,Salman Mukhlif Salman Mishaal Atthi,3456,Male
244,Al-Arafri Foun- dation Coalition,129,,Alliance,Baghdad,,Male,Ziad Mohammad Saeed Gholam Qader al-Shammari,3457,Male
244,Al-Arafri Foun- dation Coalition,130,,Alliance,Baghdad,,Male,Ahmed Saddam Kazim Youssef Al-Saedi,3458,Male
244,Al-Arafri Foun- dation Coalition,131,,Alliance,Baghdad,,Female,Safaa Amerdham Attia Al-Fahdawi,3459,female
244,Al-Arafri Foun- dation Coalition,132,,Alliance,Baghdad,,Female,Sondos Abbas Youssef Alwan Al-Safandi,3460,female
244,Al-Arafri Foun- dation Coalition,133,,Alliance,Baghdad,,Male,Date Hashim Suwadi Sudanese wood,3461,Male
244,Al-Arafri Foun- dation Coalition,134,,Alliance,Baghdad,,Male,Asaad Abdul Hassan Ja'ifs Al-Tamimiyy,3462,Male
244,Al-Arafri Foun- dation Coalition,135,,Alliance,Baghdad,,Male,Hawazin Hasir N Abdul Rahim Abdul Ali Al-Saadi,3463,Male
244,Al-Arafri Foun- dation Coalition,136,,Alliance,Baghdad,,Male,Ahmed Kazim Obaid Abbas Al-Shahmanani,3464,Male
244,Al-Arafri Foun- dation Coalition,137,,Alliance,Baghdad,,Female,"Shaima Sabah Anoud, the captain of the Al-Hareesh",3465,female
244,Al-Arafri Foun- dation Coalition,139,,Alliance,Baghdad,,Male,Muhannad Abdul Sattar Jabbar Haseen Al- Saedi,3466,Male
245,Canon's secr- ets,1,,Party,Baghdad,,Male,Laith Sami Mahdi Tafar al- Moussawi,3467,Male
245,Canon's secr- ets,2,,Party,Baghdad,,Male,"May God grant you success, Nasser Majed. May God grant you success.",3468,Male
245,Canon's secr- ets,3,,Party,Baghdad,,Male,علىي هادي عطية مطر الهلالیي,3469,Male
245,Canon's secr- ets,4,,Party,Baghdad,,Female,Beautiful Friday Ashour Salman Al-Bouali,3470,female
245,Canon's secr- ets,5,,Party,Baghdad,,Male,Salah Raheef Amir Thuwaythen Y Al-Zamili,3471,Male
245,Canon's secr- ets,6,,Party,Baghdad,,Male,Mu'ayyar Abbas Abdul Haseer N Al-Mashahdi,3472,Male
245,Canon's secr- ets,7,,Party,Baghdad,,Male,"Abbas Mahmoud Jawari, chewing gum from the elephant",3473,Male
245,Canon's secr- ets,8,,Party,Baghdad,,Female,Aida Hasiran Alwan Hassan Al- Rubaie,3474,female
245,Canon's secr- ets,9,,Party,Baghdad,,Male,Ali Abdul Zahra Jalal Ali Al-Ja'bawi,3475,Male
245,Canon's secr- ets,10,,Party,Baghdad,,Male,Safaa Dawood Salman Jaber Al-Khazraji,3476,Male
245,Canon's secr- ets,11,,Party,Baghdad,,Male,Nabil Akram Hassan Ismail Al-Dahwi,3477,Male
245,Canon's secr- ets,12,,Party,Baghdad,,Female,Saham Idris Jawad Mohammed Al-Yasiri,3478,female
245,Canon's secr- ets,13,,Party,Baghdad,,Male,Amir Ghazi Doji Sudan Clinic,3479,Male
245,Canon's secr- ets,14,,Party,Baghdad,,Male,Abbas inherited Rasn Y Na- sser Abu Hamad,3480,Male
245,Canon's secr- ets,15,,Party,Baghdad,,Male,Tayf Hamid Muhammad Rahim al-Tamimiyi,3481,Male
245,Canon's secr- ets,16,,Party,Baghdad,,Female,Amal Ali Kazim Abdul Bafri Al-Drisi,3482,female
245,Canon's secr- ets,17,,Party لزاملىي,Bسي اaghdaالموdفلیح,,Male,سامررسم,3483,بدالامیرMaleیي ع
245,Canon's secr- ets,18,,Party,Baghdad,,Male,Haider Rahman Badr Barjil Al-Bukmar,3484,Male
245,Canon's secr- ets,19,,Party,Baghdad,,Male,"Nice pepper, Safni Tamul Al-Wasiti",3485,Male
245,Canon's secr- ets,20,,Party,Baghdad,,Female,"Yes, a friend of Mahmoud Mus Al-Sourmir.",3486,female
245,Canon's secr- ets,21,,Party,Baghdad,,Male,Mohammed Kazem Salman Lafta Al-Jirn I,3487,Male
245,Canon's secr- ets,22,,Party,Baghdad,,Male,Hussam Saheb Kazem Falji Al-Naji,3488,Male
245,Canon's secr- ets,23,,Party,Baghdad,,Male,Ali Hassoun Khadn Abd Al-Imam Al-Saadi,3489,Male
245,Canon's secr- ets,24,,Party,یمییي,,Female,ناهده غازي علوا,3490,female ن حسن التم
245,Canon's secr- ets,25,,Party,Baghdad,,Male,Kazem Jawad Jassim Hamoud Al-Jubouri,3491,Male
245,Canon's secr- ets,26,,Party,Baghdad,,Male,Makki Jaafar Muhammad Ali Al- Waili,3492,Male
245,Canon's secr- ets,27,,Party,Baghdad,,Male,The Messenger of Thajil Jassim Muhammad Al-Mousawi,3493,Male
245,Canon's secr- ets,28,,Party,Baghdad,,Male,Ali Aboud came to Lafta Al-Azzawi,3494,Male
245,Canon's secr- ets,29,,Party,Baghdad,,Male,Amirakram Abdul Ghathan Y Mo- hsen Al-Haidari,3495,Male
245,Canon's secr- ets,30,,Party,Baghdad,,Male,Ali Hadi Ali Rahim Al-Awda,3496,Male
245,Canon's secr- ets,31,,Party,Baghdad,,Male,Imad Jabbar Wadi Ramih Al-Sawaed,3497,Male
245,Canon's secr- ets,32,,Party,Baghdad,,Male,Adel Abdulrahman Muzail Fahd Al-Shamsi,3498,Male
245,Canon's secr- ets,33,,Party,Baghdad,,Male,Sadiq Juma Salomi Mus al-Tamimi,3499,Male
245,Canon's secr- ets,34,,Party,Baghdad,,Male,Hassan Rabiekati Jassim Al-Nouri,3500,Male
245,Canon's secr- ets,35,,Party,Baghdad,,Male,Adham Abdullah Ibrahim Musa Al-Arkwazi,3501,Male
245,Canon's secr- ets,36,,Party,Baghdad,,Male,Adnan Awda Al-Abrthi according to Al-Shuwaili,3502,Male
245,Canon's secr- ets,37,,Party,Baghdad,,Male,Dhu al-Fiqar Hassan Jaloub Kazim al-Saadi,3503,Male
245,Canon's secr- ets,38,,Party,Baghdad,,Male,Sajid Nayef Abdul-Ridha Muhammad Ali Al-Rubaie,3504,Male
245,Canon's secr- ets,39,,Party,Baghdad,,Female,Bushra Jawad Muhammad Abdul Hasir Al- Asadi,3505,female
245,Canon's secr- ets,40,,Party,Baghdad,,Male,Rabie Amer Saleh Doni Al-Tarboush,3506,Male
245,Canon's secr- ets,41,,Party,Baghdad,,Female,Names of Ali Mohsen Shabib Al-Baydani,3507,female
245,Canon's secr- ets,42,,Party,Baghdad,,Female,Tasneem Saleh Mahdi Jaed Al-Shi,3508,female
245,Canon's secr- ets,43,,Party,Baghdad,,Female,Hajar Nasrali Hasir N Al-Mukhtar,3509,female
245,Canon's secr- ets,44,,Party,Baghdad,,Female,Alaa Aziz Abdul-Ridha Mohammed Al-Tani,3510,female
245,Canon's secr- ets,45,,Party,Baghdad,,Male,Saad Yas Abbas Ali Al-Tani,3511,Male
245,Canon's secr- ets,46,,Party,Baghdad,,Female,Safa Raad Mubdarj Asim Al-Huwaisil,3512,female
246,National Expansion Party,1,,Party,Baghdad,,Male,Mohammed Sami Abdel Ghathan Y Mohammed Al-Zamili,3513,Male
246,National Expansion Party,2,,Party,Baghdad,,Female,Aya Nashwan Ghanem Yaqoub Al-Askar,3514,female
246,National Expansion Party,3,,Party,Baghdad,,Female,Duaa Hassan Hamza Hassan Al-Sultanani,3515,female
246,National Expansion Party,4,,Party,Baghdad,,Male,Mukhallad Fawzi Abdul Karim Rashid Al-Yanirkan,3516,Male
246,National Expansion Party,5,,Party,Baghdad,,Male,Amir Ibrahim Ajn Y Murad Al-Rubaie,3517,Male
246,National Expansion Party,6,,Party,Baghdad,,Male,Baha Hamid Jawad Hassan Al-Zubaidi,3518,Male
246,National Expansion Party,7,,Party,Baghdad,,Male,Imad Abdel Aziz Abdel Razzaq Saqr Al-Hasthan Y,3519,Male
246,National Expansion Party,8,,Party,Baghdad,,Male,Karar Amir Saddam Abdul Hassan Al-Aboudi,3520,Male
246,National Expansion Party,9,,Party,Baghdad,,Male,Mohammed Rasn Y Jassim Khalil Al-Aliawi,3521,Male
246,National Expansion Party,10,,Party,Baghdad,,Female,Lian Nashwan Ghanem Yaqoub Askar,3522,female
246,National Expansion Party,11,,Party,Baghdad,,Male,Fadhel Hashim Hamza Alawi Abu Raghif,3523,Male
248,Al-Da'i Party,2,,Party,Baghdad,,Female,Zainab Ali Nasser Hassn Al-Kanani,3524,female
248,Al-Da'i Party,3,,Party,Baghdad,,Male,Ahmed Kazemkarji Hamid Al-Obaidi,3525,Male
248,Al-Da'i Party,4,,Party,Baghdadلملكي,,Male,حسیر ن نجیب و,3526,محسن اMaleالیي
248,Al-Da'i Party,5,,Party,Baghdad,,Female,"The author of the book, Abdul Rasool Abdul Wahab Al-Ramaji",3527,female
250,Alternative Allia- nce,1,,Alliance,Baghdad,,Male,Adi Sadiq Jaafar Mohammed Al-Alawi,3528,Male
250,Alternative Allia- nce,2,,Alliance,Baghdad,,Male,Raed جاهد فهمیي صالح,3529,Male
250,Alternative Allia- nce,3,,Alliance,Baghdad,,Male,Rahim Sayhoud Lazme Nouveldarji,3530,Male
250,Alternative Allia- nce,4,,Alliance,Baghdad,,Female,Secrets of Tawfiq Abdul Hamid Jassim Al-Abayji,3531,female
250,Alternative Allia- nce,5,,Alliance,Baghdad,,Male,Atheer Ibrahim Mohammed Jassim Al-Dabbas,3532,Male
250,Alternative Allia- nce,6,,Alliance,Baghdad,,Female,Asma Saleh Hamoudi Ibrahim Al-Samarani,3533,female
250,Alternative Allia- nce,7,,Alliance,Baghdad,,Male,Amir Nasser Husayn Safih Al-Bahadli,3534,Male
250,Alternative Allia- nce,8,,Alliance,Baghdad,,Female,Manal Mohammed Ghazi Aliwi Al- Tani,3535,female
250,Alternative Allia- nce,9,,Alliance,Baghdad,,Male,Diaa Wajid Aboud Maher Al-Fariji,3536,Male
250,Alternative Allia- nce,10,,Alliance,Baghdad,,Male,Spa Hussam Al-Din Abdulaziz Al-Ali Al-Khalidi,3537,Male
250,Alternative Allia- nce,11,,Alliance,Baghdad,,Male,"Imad Jassim Salman, tea maker",3538,Male
250,Alternative Allia- nce,12,,Alliance,Baghdad,,Female,Jihan Abdullah Abbas Haseer N Al-Muhawi,3539,female
250,Alternative Allia- nce,13,,Alliance,Baghdad,,Male,Ghazwane Nafi Hanoush Saeed Al-Muadhidi,3540,Male
250,Alternative Allia- nce,14,,Alliance,Baghdad,,Male,Ammar Ali Muhammad Baqir Al-Mubarak,3541,Male
250,Alternative Allia- nce,15,,Alliance,Baghdad,,Male,Mohammed Akram Dawood Ibra- him Al-Rubaie,3542,Male
250,Alternative Allia- nce,16,,Alliance,Baghdad,,Female,Nair An Aziz Gharib Samir N Al- Zuhawi,3543,female
250,Alternative Allia- nce,17,,Alliance,Baghdad,,Male,Faeq Qasim Muhammad Natagh Al- Akthi,3544,Male
250,Alternative Allia- nce,18,,Alliance,Baghdad,,Male,Amer Faisal Ali Kassar Al-Shahili,3545,Male
250,Alternative Allia- nce,19,,Alliance,Baghdad,,Female,Salmekadhim Hassoun Alwan Al-Muaithen Y,3546,female
250,Alternative Allia- nce,20,,Alliance,Baghdad,,Female,Tahera Dakhel Taher Abdul Haseer N Al- Azzawi,3547,female
250,Alternative Allia- nce,21,,Alliance,Baghdad,,Male,Rahim Abdul Hamad Izham Al-Shuwaili,3548,Male
250,Alternative Allia- nce,22,,Alliance,Baghdad,,Male,Abdulkadhim Aziz Jabbar Manea Al-Bakhitawi,3549,Male
250,Alternative Allia- nce,23,,Alliance,Baghdad,,Male,Mu'ayyad Fadhel Hasirn Habib Al-Amiri,3550,Male
250,Alternative Allia- nce,24,,Alliance,Baghdad,,Male,Star Hassan Ali Hamad Al-Jabouri,3551,Male
250,Alternative Allia- nce,25,,Alliance,Baghdad,,Male,Omar Tariq Abdul Majeed Zghair Al Salam,3552,Male
250,Alternative Allia- nce,26,,Alliance,Baghdad,,Male,Nasir Safaa Muhammad Ali Hasir Al-Abidi,3553,Male
250,Alternative Allia- nce,27,,Alliance,Baghdad,,Male,Amir Ayad Yasser Kamel Al-Anani,3554,Male
250,Alternative Allia- nce,28,,Alliance,Baghdad,,Female,Hoda Hamed Mustafa Abdul Razzaq Al-Khazraji,3555,female
250,Alternative Allia- nce,29,,Alliance,Baghdad,,Male,Riyadh Younis Saad Shamjan Y Al- Saadi,3556,Male
250,Alternative Allia- nce,30,,Alliance,Baghdad,,Female,Zainab Sabah Abdullah Ahmed Al-Muqrim,3557,female
250,Alternative Allia- nce,31,,Alliance,Baghdad,,Male,Ammar Abdel Qader Atta Mohammed Al-Shaikhli,3558,Male
250,Alternative Allia- nce,32,,Alliance,Baghdad,,Female,Hadeel Ahmed Jabbar Noman Al- Bayanri,3559,female
250,Alternative Allia- nce,33,,Alliance,Baghdad,,Male,Adel Khattab Mahawi Hashem Al-Manshadi,3560,Male
250,Alternative Allia- nce,34,,Alliance,Baghdad,,Female,Maysaloun Ali Miththan Adai Al-Saedi,3561,female
250,Alternative Allia- nce,35,,Alliance,Baghdad,,Male,Ali Arif Fadhel Razofari Al-Zubaidi,3562,Male
250,Alternative Allia- nce,36,,Alliance,Baghdad,,Female,Nour Al-Huda Alaeddin Jassim Lazem Al-Gharawi,3563,female
250,Alternative Allia- nce,37,,Alliance,Baghdad,,Male,Maan Sabaji is very sad about Al-Dajili,3564,Male
250,Alternative Allia- nce,38,,Alliance,Baghdad,,Male,Haider Ali Khalil Rasool al-Rubaie,3565,Male
250,Alternative Allia- nce,39,,Alliance,Baghdad,,Male,Walid Rasn Y Jalibakshish Al- Akeili,3566,Male
250,Alternative Allia- nce,40,,Alliance,Baghdad,,Female,"Khatam Salman, the gentleman of Hanwal Al-Amar",3567,female
250,Alternative Allia- nce,41,,Alliance,Baghdad,,Male,Osama Hassan Mohammed Zaben Al-Abidi,3568,Male
250,Alternative Allia- nce,42,,Alliance,Baghdad,,Male,عمار عماد منصور حسيرن الحيالیي,3569,Male
250,Alternative Allia- nce,43,,Alliance,Baghdad,,Male,Alaa Hassan Farag Rasn Y Al-Aqani,3570,Male
250,Alternative Allia- nce,44,,Alliance,Baghdad,,Female,Rana Ahmed Nasser Haseer N Sheikh,3571,female
250,Alternative Allia- nce,45,,Alliance,Baghdad,,Male,Ahmed Aliiksab Ali Al-Ghashim,3572,Male
250,Alternative Allia- nce,46,,Alliance,Baghdad,,Male,Hassan Khalaf Saud Abbas Al-Emirate,3573,Male
250,Alternative Allia- nce,47,,Alliance,Baghdad,,Male,Ahmed Fadel Abbas Suhail Al-Falaji,3574,Male
250,Alternative Allia- nce,48,,Alliance,Baghdad,,Female,Salma Youssef Abdullah Jabral Al-Yasri,3575,female
250,Alternative Allia- nce,49,,Alliance,Baghdad,,Male,Dawood Salman Mohsen Ghanem Al-Kaathi,3576,Male
250,Alternative Allia- nce,50,,Alliance,Baghdad,,Female,The appointment of Raad Mutab Shabib Al-Zaidi,3577,female
250,Alternative Allia- nce,51,,Alliance,Baghdad,,Male,Yasir Haloul Saad Shabib Al-Saedi,3578,Male
250,Alternative Allia- nce,52,,Alliance,Baghdad,,Male,"Good morning, Mahmoud Ahmed Al-Mashhadani",3579,Male
250,Alternative Allia- nce,53,,Alliance,Baghdad,,Male,Khalid Jamal Deliy Javad,3580,Male
250,Alternative Allia- nce,54,,Alliance,Baghdad,,Female,Secret Diaa Ghadban Hassan Al-Miyaji,3581,female
250,Alternative Allia- nce,55,,Alliance,Baghdad,,Male,Raed Shaker Mohisen Atrouz Aldlimyi,3582,Male
250,Alternative Allia- nce,57,,Alliance,Baghdad,,Male,Riyadh Abdullah Lafta Jabara Al-Lami,3583,Male
250,Alternative Allia- nce,58,,Alliance,Baghdad,,Female,The Sun of Alauddin Hassan Qasim Al-Qarghuli,3584,female
250,Alternative Allia- nce,59,,Alliance,Baghdad,,Male,خالد عزيزرحیم,3585,الدلیمMaleسمیي
250,Alternative Allia- nce,60,,Alliance,Baghdad,,Female,Janan Kadhim Jaloud Amer Al Shamri,3586,female
250,Alternative Allia- nce,61,,Alliance,Baghdad,,Male,Wael Hammad Ibrahim Mahna Al- Zubaidi,3587,Male
250,Alternative Allia- nce,62,,Alliance,Baghdad,,Male,Ahmed Muwaffaq Abdul Sattar Abdul Hamid Al-Azzawi,3588,Male
250,Alternative Allia- nce,63,,Alliance,Baghdad,,Male,Maher Thamer Shawi Kamel Al-Jabri,3589,Male
250,Alternative Allia- nce,64,,Alliance,Baghdad,,Female,Sarah Fadel Hamid Aboud Al Hamoud,3590,female
250,Alternative Allia- nce,65,,Alliance,Baghdad,,Female,Khatam Muhammad Jibrej Al-Maamouri,3591,female
250,Alternative Allia- nce,66,,Alliance,Baghdad,,Male,Omar Mu'air Na'abdul Karim Mustafa Al-Jubouri,3592,Male
250,Alternative Allia- nce,67,,Alliance,Baghdad,,Male,Mazen Mahmoud Muththan Mushayt Al- Bahadliyy,3593,Male
250,Alternative Allia- nce,68,,Alliance,Baghdad,,Female,Intisar Abdul Mohsen Kazem Tahir Al-Sudani,3594,female
250,Alternative Allia- nce,69,,Alliance,Baghdad,,Male,Emadkadhim Mohammad Ali Hassan Al-Hashemiyi,3595,Male
250,Alternative Allia- nce,70,,Alliance,Baghdad,,Female,Enas Nasir Rashidhan Abbas Al-Fatlawi,3596,female
250,Alternative Allia- nce,71,,Alliance,Baghdad,,Male,Mohammed Faeq Juma Mohammed Al- Quraisy,3597,Male
250,Alternative Allia- nce,72,,Alliance,Baghdad,,Male,Talib Mohsen Sahen Badri Al-Saedi,3598,Male
250,Alternative Allia- nce,73,,Alliance,Baghdad,,Male,Raad Abdul-Ridha Asi Yousef Sh- ammar,3599,Male
250,Alternative Allia- nce,74,,Alliance,Baghdad,,Female,Saba Ali Karim Miftah Al-Kaathy,3600,female
250,Alternative Allia- nce,75,,Alliance,Baghdad,,Male,"Ali Ibrahim, welcome to the Assad family",3601,Male
250,Alternative Allia- nce,76,,Alliance,Baghdad,,Female,Ghofran Ali Abdul Wahid Arir Al-Shuwaili,3602,female
250,Alternative Allia- nce,77,,Alliance,Baghdad,,Female,Bushra Mahmoud NaseefJassim Al-Atani,3603,female
250,Alternative Allia- nce,78,,Alliance,Baghdad,,Male,Adi Abbas Abdul Ghassan Y Mahdi Al-Hassan Y,3604,Male
250,Alternative Allia- nce,79,,Alliance,Baghdad,,Female,Arab Turkish Sufi Manjal Kalani,3605,female
250,Alternative Allia- nce,80,,Alliance,Baghdad,,Female,Karima Mohammed Sarrar Han Salman Sawaeed,3606,female
250,Alternative Allia- nce,81,,Alliance,Baghdad,,Male,Ali Saadi Fahd Rizej Abu Risha,3607,Male
250,Alternative Allia- nce,82,,Alliance,Baghdad,,Female,"Virgin, where is Imran Delf Al- Marsoumi?",3608,female
250,Alternative Allia- nce,83,,Alliance,Baghdad,,Male,Ghalib Shahib Kaghed Hariz Al-Hariz,3609,Male
250,Alternative Allia- nce,84,,Alliance,Baghdad,,Male,Haider Faisal Abdul Wahab Baqer Fakhr al-Din,3610,Male
250,Alternative Allia- nce,85,,Alliance,Baghdad,,Female,Sahar Samir Saheb Hassan Abdeen,3611,female
250,Alternative Allia- nce,86,,Alliance,Baghdad,,Female,"Maysaa Ashourjwili, resident of Al-Harshawi",3612,female
