رقم الاقتراع الحزب,الحزب,رقم الاقتراع للمرشح,ا نوع الترشيح,الدائرة الانتخابية,الجنس,إسم المرشح الكامل,الرقم
279,تحالف صلاح الدين الموحد,3,تحالف,صلاح الدين,ذكر,.ناظم محمد غازي عاشورالخزرجي,5830
279,تحالف صلاح الدين الموحد,4,تحالف,صلاح الدين,انثى,منارعبدالمطلب هاشم سعد الشديدي,5831
279,تحالف صلاح الدين الموحد,5,تحالف,صلاح الدين,انثى,اغراء محمود خلف محمد الجبوري,5832
279,تحالف صلاح الدين الموحد,6,تحالف,صلاح الدين,ذكر,احمد اسعد زين العابدين سميرن جابر,5833
279,تحالف صلاح الدين الموحد,7,تحالف,صلاح الدين,ذكر,عاطف علىي سميرن حسن نجار,5834
279,تحالف صلاح الدين الموحد,8,تحالف,صلاح الدين,انثى,كفاء فرحان حسيرن علىي البدراوي,5835
279,تحالف صلاح الدين الموحد,9,تحالف,صلاح الدين,انثى,هديل حمد جمعه نخيلان الجبوري,5836
279,تحالف صلاح الدين الموحد,10,تحالف,صلاح الدين,ذكر,حارث هاشم محمد اسماعيل العاصي,5837
279,تحالف صلاح الدين الموحد,11,تحالف,صلاح الدين,ذكر,حمد رمضان عباس حويجة الجميلىي,5838
279,تحالف صلاح الدين الموحد,12,تحالف,صلاح الدين,انثى,اميره عبدالاميركاظم عباس الجناح,5839
279,تحالف صلاح الدين الموحد,13,تحالف,صلاح الدين,ذكر,ابراهيم مهنة حميد عبد العزاوي,5840
279,تحالف صلاح الدين الموحد,14,تحالف,صلاح الدين,ذكر,كريم مشرف عبيد طعمه الجبوري,5841
279,تحالف صلاح الدين الموحد,15,تحالف,صلاح الدين,ذكر,وسام عبدالله خلف حمد الجبوري,5842
279,تحالف صلاح الدين الموحد,16,تحالف,صلاح الدين,انثى,نهرين فيصل عدنان علىي التميمیي,5843
279,تحالف صلاح الدين الموحد,17,تحالف,صلاح الدين,ذكر,محسن حسن صالح عيث القيسىي,5844
279,تحالف صلاح الدين الموحد,18,تحالف,صلاح الدين,ذكر,حسن عبد عبدالله حسيرن الجبوري,5845
279,تحالف صلاح الدين الموحد,19,تحالف,صلاح الدين,ذكر,عطيه حمد حسيرن علىي الجبوري,5846
279,تحالف صلاح الدين الموحد,20,تحالف,صلاح الدين,انثى,سحركريمكامل علىي الكيم,5847
279,تحالف صلاح الدين الموحد,21,تحالف,صلاح الدين,ذكر,.كمال عباس فاضل جاسم الجناني,5848
279,تحالف صلاح الدين الموحد,22,تحالف,صلاح الدين,ذكر,.النشمیي خالد صالح حميد اللهيثي,5849
279,تحالف صلاح الدين الموحد,23,تحالف,صلاح الدين,انثى,بشرى عبدالحسيرن علىي عباس البيانري,5850
279,تحالف صلاح الدين الموحد,24,تحالف,صلاح الدين,انثى,سعديه محسن سلطان حسيرن العبيدي,5851
202,حركة الصادقون,1,حزب,كربلاء,ذكر,انورمؤيد وادي صيهود الفرعون,5852
202,حركة الصادقون,2,حزب,كربلاء,ذكر,احمد لطيف طالب ربيد الجبوري,5853
202,حركة الصادقون,3,حزب,كربلاء,ذكر,البولانني. نعيم داهي عطشان جي,5854
202,حركة الصادقون,4,حزب,كربلاء,انثى,ميس علىي هادي موس الحمودي,5855
202,حركة الصادقون,5,حزب,كربلاء,ذكر,احمد قاصدكريم رياح ال ضيدان,5856
202,حركة الصادقون,6,حزب,كربلاء,ذكر,محمد جاسم محمد طوفان منصور,5857
202,حركة الصادقون,7,حزب,كربلاء,ذكر,عدنان حمود زغيرعلىي ال شبل,5858
202,حركة الصادقون,8,حزب,كربلاء,انثى,نورجفات امنوخ راصني,5859
202,حركة الصادقون,9,حزب,كربلاء,ذكر,عبدالباسط محمدعلىي مهدي عبدالصمد الحفار,5860
202,حركة الصادقون,10,حزب,كربلاء,ذكر,انورعبيد هادي مطلك ال مطلك,5861
202,حركة الصادقون,11,حزب,كربلاء,انثى,ايمان محمد عبدزيد رجه الجبوري,5862
202,حركة الصادقون,12,حزب,كربلاء,ذكر,والیي الحسيثني. علىي كردي حجي,5863
202,حركة الصادقون,13,حزب,كربلاء,ذكر,حسيرن محمد علىي احمد الحسيثني,5864
202,حركة الصادقون,14,حزب,كربلاء,ذكر,عمادكاظم بجاي حمد السعيدي,5865
202,حركة الصادقون,15,حزب,كربلاء,ذكر,جواد ضايع ديوان عبدالله مسلم,5866
202,حركة الصادقون,16,حزب,كربلاء,انثى,علياء عبدالواحد محمد مهدي ال عباس,5867
202,حركة الصادقون,17,حزب,كربلاء,ذكر,حسيرن خضيرعباس شبلىي,5868
202,حركة الصادقون,18,حزب,كربلاء,ذكر,رياض يوسف نجد حسيرن ال حسيرن,5869
202,حركة الصادقون,19,حزب,كربلاء,ذكر,.احمد عادل حسن علىي الاعرجي,5870
202,حركة الصادقون,20,حزب,كربلاء,انثى,سناء خادم عبدالامير علىي ال خلف,5871
202,حركة الصادقون,21,حزب,كربلاء,انثى,كوثرعبدالله حسيرن عباس الحسن,5872
202,حركة الصادقون,22,حزب,كربلاء,ذكر,احمد علىي عبود واجد الاسدي,5873
207,ائتلاف الاعمار والتنمية,1,تحالف,كربلاء,ذكر,الميالیي. منذر جبير مطر ناجي,5874
207,ائتلاف الاعمار والتنمية,2,تحالف,كربلاء,ذكر,فلاح حسن قاسم محمد عوج,5875
207,ائتلاف الاعمار والتنمية,3,تحالف,كربلاء,ذكر,حسيرن علىي محمد عباس اليساري,5876
207,ائتلاف الاعمار والتنمية,4,تحالف,كربلاء,انثى,بشرى كاظم عواد شنيارغريري,5877
207,ائتلاف الاعمار والتنمية,5,تحالف,كربلاء,ذكر,احمد جواد ماصني عليوي العمار,5878
207,ائتلاف الاعمار والتنمية,6,تحالف,كربلاء,ذكر,فراس ترکیي عبدالعزيزطلاب مسلماوي,5879
207,ائتلاف الاعمار والتنمية,7,تحالف,كربلاء,ذكر,جابرمطجعرعنيرن خامرد ال شيحه,5880
207,ائتلاف الاعمار والتنمية,8,تحالف,كربلاء,انثى,ماجده فاضل ياسرخضنالعرداوي,5881
207,ائتلاف الاعمار والتنمية,9,تحالف,كربلاء,ذكر,عدنان عبدالامير عليان ماجد الدهش,5882
207,ائتلاف الاعمار والتنمية,10,تحالف,كربلاء,ذكر,علىيكاظم مرهون منذورالكريطي,5883
207,ائتلاف الاعمار والتنمية,11,تحالف,كربلاء,ذكر,ضياء كاظم هندي خنياب ال جهلول,5884
207,ائتلاف الاعمار والتنمية,12,تحالف,كربلاء,انثى,.غفران اقبال يوسف هندي الاعراني,5885
207,ائتلاف الاعمار والتنمية,13,تحالف,كربلاء,ذكر,مهند هاشم عبيد عجيل الرحال,5886
207,ائتلاف الاعمار والتنمية,14,تحالف,كربلاء,ذكر,محمد حميد هاشم عباس سررموطي,5887
207,ائتلاف الاعمار والتنمية,15,تحالف,كربلاء,ذكر,صفاء جابرعبدالحسن عباس ال عباس,5888
207,ائتلاف الاعمار والتنمية,16,تحالف,كربلاء,انثى,نباكاظم حسن عباس الخواره,5889
207,ائتلاف الاعمار والتنمية,17,تحالف,كربلاء,ذكر,حيدرحميدكاظم عباس الزبيدي,5890
207,ائتلاف الاعمار والتنمية,18,تحالف,كربلاء,ذكر,علىي فاضل عودة عبد الشمري,5891
207,ائتلاف الاعمار والتنمية,19,تحالف,كربلاء,ذكر,ناصرنجم عبدالله عيسى الموسوي,5892
207,ائتلاف الاعمار والتنمية,20,تحالف,كربلاء,انثى,رابعة فليح حسن علوان شفانىي,5893
207,ائتلاف الاعمار والتنمية,21,تحالف,كربلاء,ذكر,ربيع عبدالجليل حسن باقرالموسوي,5894
207,ائتلاف الاعمار والتنمية,22,تحالف,كربلاء,انثى,هدى ناجح حسن هادي البارودي,5895
218,منظمة بدر,1,حزب,كربلاء,ذكر,حامد صاحب محمد مهدي المهدي,5896
218,منظمة بدر,2,حزب,كربلاء,ذكر,حامد عباس ياسيرن هاشم الموسوي,5897
218,منظمة بدر,3,حزب,كربلاء,ذكر,هاشم احمد علىي عباس الدراوشه,5898
218,منظمة بدر,4,حزب,كربلاء,انثى,رحاب عبدالرزاق محمدجواد محمد الكلش,5899
218,منظمة بدر,5,حزب,كربلاء,ذكر,رزاق هاشم سويف ابراهيم الزبيدي,5900
218,منظمة بدر,6,حزب,كربلاء,ذكر,غسان رحيم عبدالحسن حسون العامري,5901
218,منظمة بدر,7,حزب,كربلاء,ذكر,عدنان عبد خشانكاظم الفرطوسي,5902
218,منظمة بدر,8,حزب,كربلاء,انثى,ابتسام حسيرن عبداللهكاظم بثني عارض,5903
218,منظمة بدر,9,حزب,كربلاء,ذكر,علاء شطنان عايز داوود التميمیي,5904
218,منظمة بدر,10,حزب,كربلاء,ذكر,خيري طه سعدون جابرالطريم,5905
218,منظمة بدر,11,حزب,كربلاء,ذكر,سلام سوادي عبدالساده كاظم الحسناوي,5906
218,منظمة بدر,12,حزب,كربلاء,انثى,مهدي عيدان الابراهيمیي. دعاء ناجي,5907
218,منظمة بدر,13,حزب,كربلاء,ذكر,احمد عبدالحسيرن ابوجواد حمادي السيلاوي,5908
218,منظمة بدر,14,حزب,كربلاء,ذكر,حسام هاشم عبدالله ابراهيم الحسن,5909
218,منظمة بدر,15,حزب,كربلاء,ذكر,صالح مهدي خميس مرداس اليساري,5910
218,منظمة بدر,16,حزب,كربلاء,انثى,محسن ذياب المرشدي. زمن صيي,5911
218,منظمة بدر,17,حزب,كربلاء,ذكر,مصطفن جوادكاظم محمد الحلو,5912
218,منظمة بدر,18,حزب,كربلاء,ذكر,حسيرن عظيم مسلمكاظم الموسوي,5913
218,منظمة بدر,19,حزب,كربلاء,ذكر,قيس عباس عبدالحسيرن حميدي السهلانني,5914
218,منظمة بدر,20,حزب,كربلاء,انثى,سميره عبدالاميرعبدالحسيرن مطلك ال عبود,5915
218,منظمة بدر,21,حزب,كربلاء,ذكر,حافظ صاحب محمد مهدي المهدي,5916
218,منظمة بدر,22,حزب,كربلاء,انثى,نبأ منصورحسن هاشم الموسوي,5917
224,ابشر يا عراق,1,تحالف,كربلاء,ذكر,مسافركاظم احمد حبيبب الياسري,5918
224,ابشر يا عراق,2,تحالف,كربلاء,ذكر,ماجد علىي حمزة شلال الغانمیي,5919
224,ابشر يا عراق,3,تحالف,كربلاء,ذكر,احسان رحيمكاظم حسون الشبلاوي,5920
224,ابشر يا عراق,4,تحالف,كربلاء,ذكر,رياض عبدالاميرمحسن عكله ال محسن,5921
224,ابشر يا عراق,5,تحالف,كربلاء,ذكر,عماد ابراهيم مالك ماصخ العرداوي,5922
224,ابشر يا عراق,6,تحالف,كربلاء,ذكر,زيد حسن عبدالحسيرن سماوي الفتلاوي,5923
224,ابشر يا عراق,7,تحالف,كربلاء,ذكر,حيدرعبد نجم عبود الثامر,5924
224,ابشر يا عراق,8,تحالف,كربلاء,انثى,نوال فليح حسن علوان الكريطي,5925
224,ابشر يا عراق,9,تحالف,كربلاء,ذكر,عبدالمهدي صاحب عبدالمطلب مراد ال حول,5926
224,ابشر يا عراق,10,تحالف,كربلاء,ذكر,نعمه صلثي هادي نايف الشاهر,5927
224,ابشر يا عراق,11,تحالف,كربلاء,انثى,وديان حسام احمد حسيرن طعمه,5928
224,ابشر يا عراق,12,تحالف,كربلاء,ذكر,مهدي باسم حميد غثني الهاشمیي,5929
224,ابشر يا عراق,13,تحالف,كربلاء,ذكر,رائد سعد كريم علىي الدليمیي,5930
224,ابشر يا عراق,14,تحالف,كربلاء,ذكر,سيف تحسيرن محسن هادي ال مطلك,5931
224,ابشر يا عراق,15,تحالف,كربلاء,ذكر,عديكريم محمد علوان الدعمیي,5932
224,ابشر يا عراق,16,تحالف,كربلاء,انثى,فريال علىي عبد عيدان الحسيثني,5933
224,ابشر يا عراق,17,تحالف,كربلاء,ذكر,جاسم عباس عبد احمد التميمیي,5934
224,ابشر يا عراق,18,تحالف,كربلاء,ذكر,كاظم جوادكاظم حسيرن الحساوي,5935
224,ابشر يا عراق,19,تحالف,كربلاء,ذكر,احمد عبدالحسيرن جابرمنديل الكنانني,5936
224,ابشر يا عراق,20,تحالف,كربلاء,انثى,اسماء وسام حسن محمد الشمري,5937
224,ابشر يا عراق,21,تحالف,كربلاء,انثى,سوزان حليمكاملكزارالضجني,5938
224,ابشر يا عراق,22,تحالف,كربلاء,انثى,زهره نعيم جابر شعلان الغزالیي,5939
231,تحالف قوى الدولة الوطنية,1,تحالف,كربلاء,ذكر,ستارصافني مهدي حبيب العرداوي,5940
231,تحالف قوى الدولة الوطنية,2,تحالف,كربلاء,ذكر,جوادكظوم مطلك حسيرن يساري,5941
231,تحالف قوى الدولة الوطنية,3,تحالف,كربلاء,ذكر,مرتصن نجم عبيد عكيلىي ال حمد,5942
231,تحالف قوى الدولة الوطنية,4,تحالف,كربلاء,ذكر,حسن محمدكاظم علوان المسعودي,5943
231,تحالف قوى الدولة الوطنية,5,تحالف,كربلاء,ذكر,حازم عبادي شليف عبد اليساري,5944
231,تحالف قوى الدولة الوطنية,6,تحالف,كربلاء,ذكر,علىي فاضل عبد حمد,5945
231,تحالف قوى الدولة الوطنية,7,تحالف,كربلاء,ذكر,جابرمراد شاكرعباس البديري,5946
231,تحالف قوى الدولة الوطنية,8,تحالف,كربلاء,ذكر,نسيم فاضل يوسف حسون الحسون,5947
231,تحالف قوى الدولة الوطنية,9,تحالف,كربلاء,ذكر,علىي محمد شهيد عبود,5948
231,تحالف قوى الدولة الوطنية,10,تحالف,كربلاء,ذكر,عزيزجودة. محمد جي,5949
231,تحالف قوى الدولة الوطنية,11,تحالف,كربلاء,ذكر,محمد حسن محسن محمد علىي ال محمد علىي,5950
231,تحالف قوى الدولة الوطنية,12,تحالف,كربلاء,انثى,غفران جاسم عبدالمهدي حمزه الشعثي,5951
231,تحالف قوى الدولة الوطنية,13,تحالف,كربلاء,ذكر,عايد هاشم جودة محمد المحمد,5952
231,تحالف قوى الدولة الوطنية,14,تحالف,كربلاء,ذكر,محمد دهام مطوي خامرد,5953
231,تحالف قوى الدولة الوطنية,15,تحالف,كربلاء,انثى,نها جعفرسدخان زيبك ال سرريف,5954
231,تحالف قوى الدولة الوطنية,16,تحالف,كربلاء,انثى,ايمان هاتف نايف تفاح ال تفاح,5955
231,تحالف قوى الدولة الوطنية,17,تحالف,كربلاء,ذكر,حيدرعبدزيد خضنحمادي,5956
231,تحالف قوى الدولة الوطنية,18,تحالف,كربلاء,ذكر,مشتاق صلال عبد حسون الدعومي,5957
231,تحالف قوى الدولة الوطنية,19,تحالف,كربلاء,انثى,وسن جهاد صالح شهاب المشهدانني,5958
231,تحالف قوى الدولة الوطنية,20,تحالف,كربلاء,ذكر,حيدرجابرجاسم حاسري المسعودي,5959
231,تحالف قوى الدولة الوطنية,21,تحالف,كربلاء,انثى,هيام علىي غالیي عليوي الحميري,5960
231,تحالف قوى الدولة الوطنية,22,تحالف,كربلاء,انثى,ايات حسيرن علىي موس البوجدوع,5961
235,تيار قضيتنا,3,حزب,كربلاء,ذكر,حسنيرن سعد حمزه حلواص ال حويسه,5962
235,تيار قضيتنا,4,حزب,كربلاء,ذكر,كريم عباس داود سلمان العامري,5963
235,تيار قضيتنا,6,حزب,كربلاء,انثى,الاء غالب رديف محمد الحداد,5964
235,تيار قضيتنا,7,حزب,كربلاء,ذكر,محمد عباس احمد محمدكشمري,5965
235,تيار قضيتنا,8,حزب,كربلاء,انثى,زينب عباس عكظ عبدالله الحسناوي,5966
244,ائتلاف الأساس العرافري,1,تحالف,كربلاء,ذكر,محمد عبدزيد جثير موس ال موس,5967
244,ائتلاف الأساس العرافري,2,تحالف,كربلاء,ذكر,علىي عبدزيد عباس وفر الحسناوي,5968
244,ائتلاف الأساس العرافري,3,تحالف,كربلاء,ذكر,هاشم جاسم عباس فهد الجبوري,5969
244,ائتلاف الأساس العرافري,4,تحالف,كربلاء,انثى,جنان عباس اسماعيل حسن الوزنني,5970
244,ائتلاف الأساس العرافري,5,تحالف,كربلاء,ذكر,كرارصالح سعدون ريحان العرداوي,5971
244,ائتلاف الأساس العرافري,6,تحالف,كربلاء,ذكر,.مشتاق طالب حمزة صكر العكاني,5972
244,ائتلاف الأساس العرافري,7,تحالف,كربلاء,ذكر,انور علىي بدر علوان اليساري,5973
244,ائتلاف الأساس العرافري,8,تحالف,كربلاء,ذكر,حكمت محمد نايف عبد مسعودي,5974
244,ائتلاف الأساس العرافري,9,تحالف,كربلاء,ذكر,عقيل فاهم حسيرن سلمان الزبيدي,5975
244,ائتلاف الأساس العرافري,10,تحالف,كربلاء,ذكر,محمد عباس علىي عرسان اليساري,5976
244,ائتلاف الأساس العرافري,11,تحالف,كربلاء,ذكر,سلام حسون محيسن اسود ال اسود,5977
244,ائتلاف الأساس العرافري,12,تحالف,كربلاء,ذكر,الاسدي. حيدرعبد صالح جي,5978
244,ائتلاف الأساس العرافري,13,تحالف,كربلاء,ذكر,صالح سوعان عبد رشيد الزكروطي,5979
244,ائتلاف الأساس العرافري,14,تحالف,كربلاء,ذكر,سعد طاهرحسون نعمه الغتم,5980
244,ائتلاف الأساس العرافري,15,تحالف,كربلاء,ذكر,ثامرموس مجي حمادي القزويثني,5981
244,ائتلاف الأساس العرافري,16,تحالف,كربلاء,ذكر,احمدكاظم عباس علىي الوزنني,5982
244,ائتلاف الأساس العرافري,17,تحالف,كربلاء,ذكر,احمد فاضل عليوي فاضل الحماسه,5983
244,ائتلاف الأساس العرافري,18,تحالف,كربلاء,انثى,ايمان جبارراهي حسون الكريطي,5984
244,ائتلاف الأساس العرافري,19,تحالف,كربلاء,انثى,الشرع. اسماء كاظم عبدالكريم جي,5985
244,ائتلاف الأساس العرافري,20,تحالف,كربلاء,انثى,.وفاء حسن علوان حسن الاعرجي,5986
244,ائتلاف الأساس العرافري,21,تحالف,كربلاء,انثى,زمن حميد جاسم عباس الكرافني,5987
244,ائتلاف الأساس العرافري,22,تحالف,كربلاء,انثى,شذى محمد عبدالرضا ظاهر ابوشكير,5988
245,اسرراقة كانون,1,حزب,كربلاء,ذكر,زهير شهيد عبدالله حسون الفتلاوي,5989
245,اسرراقة كانون,2,حزب,كربلاء,ذكر,حسن محمدعلىي محمدحسن نضالله نضالله,5990
245,اسرراقة كانون,3,حزب,كربلاء,ذكر,عبدالصاحب ابراهيم رمضان حيدرالهر,5991
245,اسرراقة كانون,4,حزب,كربلاء,انثى,الق جليل محمد صالح البوشور,5992
245,اسرراقة كانون,5,حزب,كربلاء,ذكر,حيدرمهديكاظم ابوجاسم ابوجاسم,5993
245,اسرراقة كانون,6,حزب,كربلاء,ذكر,رائد فضال بندر صديان البوزين الدين,5994
245,اسرراقة كانون,7,حزب,كربلاء,ذكر,حيدرعطشان فاضل هارون الجابري,5995
245,اسرراقة كانون,8,حزب,كربلاء,انثى,مثن محمدحسن صادق محمدرضا طعمه,5996
245,اسرراقة كانون,9,حزب,كربلاء,ذكر,سيف حسام عبدالواحد زرزورابوجزمه,5997
245,اسرراقة كانون,10,حزب,كربلاء,ذكر,محمد جاسم محمدعلىي محمد ال علىي,5998
245,اسرراقة كانون,11,حزب,كربلاء,ذكر,.حسيرن فرات بحرعباس الجناني,5999
245,اسرراقة كانون,12,حزب,كربلاء,ذكر,عباس غازي عبدالرضا حسن الحسن,6000
245,اسرراقة كانون,13,حزب,كربلاء,انثى,اشواقكريم عبدالرحيم احمد المعموري,6001
245,اسرراقة كانون,14,حزب,كربلاء,ذكر,شاكرصاحب علوان حسيرن فتلاوي,6002
245,اسرراقة كانون,15,حزب,كربلاء,ذكر,عباس رواشد. حمزه لفته راجي,6003
245,اسرراقة كانون,16,حزب,كربلاء,ذكر,قاسم عبدالحمزه عيدان جبارال دوبان,6004
245,اسرراقة كانون,17,حزب,كربلاء,انثى,ياسميرن وهاب مطشرحسون الفرهود,6005
245,اسرراقة كانون,18,حزب,كربلاء,ذكر,صلاح رحيم عبدالاميرهادي ال شنيرن,6006
245,اسرراقة كانون,19,حزب,كربلاء,انثى,سؤدد علىي عبد عباس العباس,6007
245,اسرراقة كانون,20,حزب,كربلاء,ذكر,.صفاء حسن محمد تومان الخفاجي,6008
245,اسرراقة كانون,21,حزب,كربلاء,ذكر,نورالدين صباح حسن مجيد الكرعاوي,6009
245,اسرراقة كانون,22,حزب,كربلاء,انثى,عفاف محمد محسن حمود حبيب,6010
250,تحالف البديل,1,تحالف,كربلاء,ذكر,.رضا خيرالله مرشد عبيد الجناني,6011
250,تحالف البديل,2,تحالف,كربلاء,ذكر,ابراهيم فاضل ابراهيم الجبوري. مرتج,6012
250,تحالف البديل,3,تحالف,كربلاء,انثى,نورس صبارعبدالحرفرهود ال ستار,6013
250,تحالف البديل,5,تحالف,كربلاء,ذكر,عادل سلمان داود حمادي الكندي,6014
250,تحالف البديل,6,تحالف,كربلاء,انثى,الاء حميد مجيد عباس الرماجي,6015
250,تحالف البديل,7,تحالف,كربلاء,ذكر,يوسف محمدعلىي يوسف احمد الاشيقر,6016
250,تحالف البديل,8,تحالف,كربلاء,ذكر,قتيبة مردان شطنان عباس التميمیي,6017
250,تحالف البديل,9,تحالف,كربلاء,انثى,صبيحة هاشم زهيان عباس السعيدي,6018
250,تحالف البديل,10,تحالف,كربلاء,ذكر,نديم غالب عباس جاسم الجبوري,6019
250,تحالف البديل,11,تحالف,كربلاء,ذكر,محمود عمران موس عسل الطرفني,6020
250,تحالف البديل,12,تحالف,كربلاء,انثى,.وسن مهدي صالح ياسرالعتاني,6021
250,تحالف البديل,13,تحالف,كربلاء,ذكر,حامد عادل عباس احمد النجار,6022
250,تحالف البديل,14,تحالف,كربلاء,ذكر,.احسان محمد هلاوي شبيب الحجي,6023
250,تحالف البديل,15,تحالف,كربلاء,انثى,حميدةكاظم علاوي خضنالزرفني,6024
250,تحالف البديل,16,تحالف,كربلاء,ذكر,محمد عبدالرضا حسيرن عرميش الرحيمیي,6025
250,تحالف البديل,17,تحالف,كربلاء,ذكر,زيد حيدرفاضل ظاهرالبوحديده,6026
250,تحالف البديل,18,تحالف,كربلاء,انثى,اسيلكاظم حمود حمزة الشبلاوي,6027
250,تحالف البديل,19,تحالف,كربلاء,ذكر,زهيرنجم عبد محمد ال عباس,6028
250,تحالف البديل,20,تحالف,كربلاء,ذكر,محمد عبدالعباس عزيزجريوالسيلاوي,6029
250,تحالف البديل,21,تحالف,كربلاء,انثى,ازهارحاتم مهدي احمد الصائغ,6030
250,تحالف البديل,22,تحالف,كربلاء,ذكر,حسيرن ميري غثيث رفيش الجاسمیي,6031
251,حركة حقوق,1,حزب,كربلاء,ذكر,علىي عبدالزهره مطرمحمد العارصني,6032
251,حركة حقوق,2,حزب,كربلاء,ذكر,رائد وادي بداي علىي البيضانني,6033
251,حركة حقوق,3,حزب,كربلاء,ذكر,علىي موس راصني كوانني الفتلاوي,6034
251,حركة حقوق,4,حزب,كربلاء,ذكر,سعد عبدالساده شبلاوي شيحان العصامي,6035
251,حركة حقوق,5,حزب,كربلاء,انثى,مروج هادي منصورعماش العبودي,6036
251,حركة حقوق,6,حزب,كربلاء,انثى,ياسرعبدالسجاد عبد الحسن الموسوي. اليى,6037
251,حركة حقوق,7,حزب,كربلاء,انثى,سماح فوزي معتوك مهدي الكرعاوي,6038
251,حركة حقوق,8,حزب,كربلاء,ذكر,فلاح حسن عسكرحسن الجبوري,6039
251,حركة حقوق,9,حزب,كربلاء,ذكر,حسام رحيم جواد مذكوربثني زيرج,6040
251,حركة حقوق,10,حزب,كربلاء,ذكر,عادل عبدالحرابوشنه عبود النضاوي,6041
257,ائتلاف دولة القانون,1,تحالف,كربلاء,ذكر,ياسرعبد صخيل محمدحسيرن المالكي,6042
257,ائتلاف دولة القانون,2,تحالف,كربلاء,ذكر,حسيرن احمد هادي حسيرن المالكي,6043
257,ائتلاف دولة القانون,3,تحالف,كربلاء,انثى,ابتسام هاشم عبد حسيرن الهلالیي,6044
257,ائتلاف دولة القانون,4,تحالف,كربلاء,انثى,نوريه سبثري جمعه جوده البوعويد,6045
257,ائتلاف دولة القانون,5,تحالف,كربلاء,ذكر,حمزه عبدالمنعم كاظم رزوفري زيثني,6046
257,ائتلاف دولة القانون,6,تحالف,كربلاء,ذكر,اسعد ترمن عزيزنورال ياسر,6047
257,ائتلاف دولة القانون,7,تحالف,كربلاء,ذكر,اسامه محمد مهدي عجيمیي الشنيار,6048
257,ائتلاف دولة القانون,8,تحالف,كربلاء,انثى,مروى رضا محمد عباس الغانمیي,6049
257,ائتلاف دولة القانون,9,تحالف,كربلاء,ذكر,جاسم محمد ابراهيم سعد اليساري,6050
257,ائتلاف دولة القانون,11,تحالف,كربلاء,ذكر,علىي ريسان عبدعلىي عبدالله الوشاح,6051
257,ائتلاف دولة القانون,12,تحالف,كربلاء,انثى,هند سعد عبدالكاظم خضيرالكعثي,6052
257,ائتلاف دولة القانون,13,تحالف,كربلاء,ذكر,محمد علىي عبدعون حمدان الجشعمیي,6053
257,ائتلاف دولة القانون,14,تحالف,كربلاء,انثى,هديل ناسرء جابرطياح ال طياح,6054
257,ائتلاف دولة القانون,15,تحالف,كربلاء,ذكر,.عباس رشيد خضيرهداد الخزرجي,6055
257,ائتلاف دولة القانون,16,تحالف,كربلاء,انثى,sنورعلىي حسنكتيب الطاني,6056
257,ائتلاف دولة القانون,17,تحالف,كربلاء,ذكر,فراس فاضل شبيب ظاهرالظاهر,6057
257,ائتلاف دولة القانون,18,تحالف,كربلاء,ذكر,عبدالحسن علىي ابراهيم محمدعلىي الفرانري,6058
257,ائتلاف دولة القانون,19,تحالف,كربلاء,ذكر,حامد جبارهادي عوده الجبوري,6059
257,ائتلاف دولة القانون,20,تحالف,كربلاء,انثى,شيماء يوسف حسيرن عباس التميمیي,6060
257,ائتلاف دولة القانون,21,تحالف,كربلاء,انثى,مها سلمان موسكشمراليساري,6061
257,ائتلاف دولة القانون,22,تحالف,كربلاء,انثى,زهراء صاحبكطران عطيه ال سلمان,6062
259,تحالف العمق الوطثني,1,تحالف,كربلاء,ذكر,طعمة عبيد جازع علىي الاسدي,6063
259,تحالف العمق الوطثني,3,تحالف,كربلاء,ذكر,حسن ابراهيم هادي حسيرن السوالم,6064
259,تحالف العمق الوطثني,4,تحالف,كربلاء,انثى,انعام جاسم عبدعلىي سلمان الحمدانني,6065
259,تحالف العمق الوطثني,5,تحالف,كربلاء,ذكر,باسم مناجي عطية نعيم الاسدي,6066
259,تحالف العمق الوطثني,6,تحالف,كربلاء,ذكر,احمد حسن جهاد حمادي السيلاوي,6067
259,تحالف العمق الوطثني,7,تحالف,كربلاء,ذكر,حسن ناصرنافج حسن ال عنفيس,6068
259,تحالف العمق الوطثني,8,تحالف,كربلاء,ذكر,عبدالرحيم عبادي كشيش عيسى المياجي,6069
259,تحالف العمق الوطثني,9,تحالف,كربلاء,ذكر,ضياء عباس صدام نايف المسعودي,6070
259,تحالف العمق الوطثني,10,تحالف,كربلاء,ذكر,اكرم عزيزنورحمود ال ياسر,6071
259,تحالف العمق الوطثني,11,تحالف,كربلاء,ذكر,حسن عبدالزهرة جبارغويلىي الاسدي,6072
259,تحالف العمق الوطثني,12,تحالف,كربلاء,انثى,لمياء ناصركريم جاسم الاسدي,6073
259,تحالف العمق الوطثني,13,تحالف,كربلاء,ذكر,احمد خلخال علىي ال محمد الشمري,6074
259,تحالف العمق الوطثني,14,تحالف,كربلاء,ذكر,رعد عبدالعزيزجعفرمحمد ال جاسم,6075
259,تحالف العمق الوطثني,15,تحالف,كربلاء,ذكر,احمد مجيد خنفرمحمد الكعثي,6076
259,تحالف العمق الوطثني,16,تحالف,كربلاء,انثى,زينب حليم اسودكاظم الزبيدي,6077
259,تحالف العمق الوطثني,17,تحالف,كربلاء,ذكر,فاضل غثني كاظم ابراهيم قرغولیي,6078
