"ElectionNumber","Name_English","Name_Original","City"
"6795","???? ??? ??????? ???????","Good evening, Ibrahim Qasuzro","?????"
"6796","??????????????? ???? ??????","Muair NammatazHamdon Qasim Al-Fahdi","?????"
"6797","????? ???? ???? ??????? ???????","Mahmoud Sabah Ali Ismail Al-Rubaie","?????"
"6798","???? ???? ????? ???? ????","Hazem Khalil Mustafa Ahmed Ah-
med","?????"
"6799","????? ???? ??? ??????? ?????????","Alia Mohsen Najm Abdullah Al-Maadidi","?????"
"68","???? ? ????????? ???? ??? ???","   Dana R. Abdul Ghaffar Aziz Mam
                            Fafr","?????"
"680","?????????? ????? ???????? ??? ?????????","Abdulhasir N       Salman Abdulhas-
san Abdul Eidani","?????"
"6800","????? ???? ??????? ??????","Mamdouh Salem Shalhouwit Al-Abid","?????"
"6801","????? ??????? ???? ??? ???","Ghazwane Abdullah Mohammed Abdul Abdul","?????"
"6802","???? ??????? ???? ????","Abbas Khazan Juma Ahmed Ba-
kal","?????"
"6803","???? ???? ?????????? ??????? ?? ??? ???","Najma Ahmed Mohammed Nour Sayed Abdullah Al Sayed Wahhab","?????"
"6804","s?? ????????????? ???? ??????","Abdul-Jabbar Fatji Salim Al-Tani was upset","?????"
"6805","???? ??? ???? ???? ??????","Aqeel Sheet Qasim Ghazi Al-Sawaf","?????"
"6806","???? ????? ????? ???? ???????","I am very sorry for Mahmoud Saleh Al-
Jabouri","?????"
"6807","??? ???? ???? ????? ???? ???","Saif Talal Ali Sadfari Darsen Agha","?????"
"6808","??? ???? ??????? ???? ??????","Farah Zuhair Ibrahim Kha-
lil Naanri","?????"
"6809","???? ???? ???? ?? ????","Tariq Ahmed Mohammed Taha Al-Taha","?????"
"681","???? ???? ??? ??? ???????","Firas Faisal Hassan Abdul Samri","?????"
"6810","???? ????? ???? ???? ??????","Muhammad Mahmoud Fatji Muhammad al-Hammal","?????"
"6811","????? ????????? ???????? ??????","Yamamah Abdul-Jabbar Zainudhnon Al-Sayegh","?????"
"6812","???? ??????. ????? ???? ?????","Hamidi Ali Lahithi Madih Al Shamri","?????"
"6813","???? ??????? ???? ???? ????????","Muhammad Ibrahim Ali Salim Al-
Bayanari","?????"
"6814","????? ??? ???? ???? ???????","Iman Maji Mohammed Jassim Al-Aqidi","?????"
"6815","????? ??? ???? ???? ???????","Idham Rajab Awad Ahmed Al-Aqidi","?????"
"6816","??? ???? ???? ???? ???????","The era of Talal Salim Muhammad Al-Khalidi","?????"
"6817","???? ??? ???? ????? ????????","Sabah Faraj Ahmed Ramadan Al-Akeedi","?????"
"6818","????? ???? ??? ???? ????????","Adnan Tariq Hassan Ahmed Qo-
lmanni","?????"
"6819","?????????? ???????? ??????","Mirnar Soufani Nahir
Mohammed Al Shamri","?????"
"682","???????????????? ??? ????????","Intesar Abdul Haseer N Dahsh Hassan
Kanana","?????"
"6820","???? ??????????. ????? ???? ????","Hasir Ali Haji Hami Al-Hassanian","?????"
"6821","???? ???? ??????? ????? ????????","Muththan Muhammad Abdullah Has-
irn Al-Budola","?????"
"6822","????? ???????? ????????? ??????? ?? ???? ?????","Sajida Muhammad Yunus Abdul Karim Abdullah Al Abbas Effendi","?????"
"6823","???? ???? ???? ??? ???????","Mohammed Ali Jassim Hassan Al-Jabouri","?????"
"6824","???? ??? ??????? ???? ???????","Ayad Khalaf Abdullah Ahmed Al-Jubouri","?????"
"6825","???? ????? ????? ???? ???????","Fatji Mahmoud Hasirn Ali Al-Hadidi","?????"
"6826","???? ???? ???? ???? ???????","Sohaib Ahmed Shihab Ahmed Al-Jubouri","?????"
"6827","??? ????? ???? ??? ???????","Laith Hasiran Ali Abdul-Jubouri","?????"
"6828","????? ??????? ???? ???? ?????????","Mu'ayyar N Abdullah Mujbil Rakad
Al-Hamdani","?????"
"6829","???????? ???? ??????? ???????","Sager Sabah Fatji Ibrahim Al-Jabouri","?????"
"683","???? ??????? ????? ???? ??????","Sajid Abdullah Saywan Jaber Al-Hajjaj","?????"
"6830","???? ???? ?????? ????? ?????","Young Ziad Yasser Hasser Al-Agha","?????"
"6831","???? ????????????? ??? ???????","Khaled Abdulaziz Muslat Musalat Al-Jubouri","?????"
"6832","??? ???????????? ????????","   Karam Aziz Khudair Ahmed Al-
                         Hayani","?????"
"6833","???? ?????? ???? ????????","yAHRITH mADULLA MOHAMMED ALHABOU","?????"
"6834","????? ??? ???? ???? ???????","????? ??? ???? ???? ???????","?????"
"6835","???????? ???? ??????? ??????","Bashir Ahmed Mohammed Abdullah Al-Subaih","?????"
"6836","???? ??? ???? ??????????????","Saleh Khalaf Saleh Al-Asif Al-Asif","?????"
"6837","???? ???? ????? ????? ???????","Youssef Salem Mahmoud Sultan Al-Khalidi","?????"
"6838","???? ???? ????? ????? ?????","Sami Awda Farhan Salman Al-Ghazi","?????"
"6839","???? ???? ????? ???? ?????","yOUSIF MOHAMMED MHEDY SALIH DAHSH ","?????"
"684","????? ???? ???? ???? ????????","Hasir N       Faris Uthaib Muhammad Al-
Mansouri","?????"
"6840","s????? ??? ???? ????? ??????","   Zahraa Abdul Zainal Has-
             eer N Al-Tani","?????"
"6841","????? ???? ???? ?? ????","Saadoun Saleh Mohammed Taha Al-Taha","?????"
"6842","???? ???? ??????? ?????????"," Akram Salem Aziz Hamad Al-
                  Jaheesir Y","?????"
"6843",".???? ???? ??????? ???? ???????","Saleh Sabah Saadullah Mohammed Al-Khafaji","?????"
"6844","???? ???? ??? ?????? ???????","Jazzy Majeed Hamad Suleiman Al-Jabouri","?????"
"6845",".???? ???? ??????? ???? ???????","     Ahmed Mohammed Abdullah Saleh Al-
                               Khatani","?????"
"6846","??????????? ???? ???? ?????????","    Omar Mohammed Ali Jassim Moham-
                    med Al-Matyouni","?????"
"6847","???? ???? ??? ???? ???????","Ghanem Mohammed KhalafMalouh Al-Jubouri","?????"
"6848","s??? ???? ????? ????? ??????","Raad Ahmed Amiran Mah-
moud Al-Tani","?????"
"6849","??? ??? ??? ??????? ????????","Saif Saad Hassan Jarallah Al-Sabaawi","?????"
"685","???? ??????? ???? ???? ????????","Ali Ibrahim Malik Ahmed Al-Diraoui","?????"
"6850","??? ???? ???? ???? ??????","Hassan Hazza Mutab Jazaa Al Shamri","?????"
"6851","???? ??? ????? ??? ???? ?????","Ahmed Hamad Mahmoud Abdullah Al-Mulla","?????"
"6852","???? ???? ????? ????? ???????","Khaled Mohammed Mahmoud Tahtah Al-Jabouri","?????"
"6853","???? ???? ????? ????? ???????","Mohammed Hazem Shaaban Ramadan Al-Jabouri","?????"
"6854","???? ????? ?????? ????? ???????","   Mohammed Hammadi Yasser N Mahm-
                      oud Al-Jabouri","?????"
"6855","???? ???? ???????? ?? ????","Mahdi Saleh Dagher Obaid Al Obaid","?????"
"6856","????? ???????? ???????? ???????","Nadia Khair El-Din Shukr Mahmoud
Al-Sufany","?????"
"6857","???? ??????? ???? ???? ???????","Narjis Ibrahim Ahmed Saleh Al-Hadidi","?????"
"6858","???? ????? ?????? ?????? ????????","Masoud Malihan Suleiman supported the beggars.","?????"
"6859","???? ????????????? ????? ???????","Nashwa Abdul-Jabbar Muhammad Girgis Al-
Qasn Y","?????"
"686","????? ????? ????????? ????????? ???????","Shaima Aqdam Abdul Jabbar Abdul Aziz Al-Amara","?????"
"6860","???? ???? ???? ???? ??????","Ahmed Salem Shabib Madid Madid","?????"
"6861","???? ???? ?? ???? ????????","Ahmed Jalal Taha Junaid Al-Zibari","?????"
"6862","???? ???????? ???? ???????","Amna Zuhair Saeed Mohammed Al-Jarjis","?????"
"6863","???? ???? ???? ???????????","Faisal Ali Omar Al-Maamari's fight","?????"
"6864","???? ????? ????? ???? ???????","Ahmed Othman Mustafa Ahmed Al-
Jabouri","?????"
"6865","???? ????? ????? ??? ??????","Hiam Al-Iham Abdel-Azzou Al-Saffar","?????"
"6866","???? ???? ???? ??? ?????","His name is Hamid Ali KhalafAl-
Mous","?????"
"6867","s????? ???? ????? ???? ??????","????? ???? ????? ????  ??????","?????"
"6868","????????? ???? ???????? ?????","Abdul Karim Ahmed Aziz Ahmed Al-Nimr","?????"
"6869","??? ???? ???? ???? ??????","Zaid Ahmed Saleh Ali Al-Taama","?????"
"687","????? ???? ???? ???????????","Mahmoud Obaid Ne'ma Badr Al-Jazaery","?????"
"6870","???? ???? ????? ???? ??????","Faisal Saleh Jandal Saleh Al-Subaih","?????"
"6871","????????????????? ????????","Thaer Zahir Mansour Mohammed Al-Sabaawi","?????"
"6872","???? ????? ???? ???????????????","Faisal Farhan Haroush Abdulaziz Al-Haroush","?????"
"6873","????? ???? ?????????? ????","Susan Jamil Omar Abdullah Abdo","?????"
"6874","????? ???? ???? ??? ???? ??????","Israa Salem Khattab Abdullah Al-Jammas","?????"
"6875","???? ????? ????? ?????? ????","Raja Muqdad Mahmoud Suleiman Aboush","?????"
"6876","??? ?? ???? ???? ???????","Muthanna Taha Jassim Muhammad
Al-Azzawi","?????"
"6877","??? ???? ????? ???? ???? ???????","Reem Ali Ihsan Mohammed Ali Al-Azzawi","?????"
"6878","????? ???? ???? ???? ?????????","Shaima Jassim Ali Jassim Al-
Hamdani","?????"
"6879","??? ???? ???????? ???????","Saif Hamoud Khadn Mahmoud Al-Alawi","?????"
"688","???????????? ???? ???? ????????","Haider Abdul-Ilah Talib Jassim
Al-Hawanni","?????"
"6880","??? ????????? ????????? ???? ?????? ????????","Fahd Abdulkhaliq Abdul Ghathan, come to the gentlemen
of the Jaafari tribe","?????"
"6881","???? ????? ????????????? ???????","Sinan Osama Abdulaziz Mohammed Al-
Najfan Y","?????"
"6882",".???? ??? ???? ???? ???????","Anwarandi, the departure of Duaaj Al-
Lahithi","?????"
"6883","????? ???????? ???? ??????","Farhan Thaer Mishal Ajil Al-Yawar","?????"
"6884","???? ???? ???? ????","Noura Salem Mohammed Hammad","?????"
"6885","???? ????? ????????? ??????","Muhammad Mahmoud ZahirMahmoud Zahir","?????"
"6886","???? ???? ????? ???? ??????","Zahid Muhammad Sultan Abbas Al-Abbas","?????"
"6887",".???????? ???? ???? ???????","Zuhair Mohsen Mohammed Waliy Al-Araji","?????"
"6888","???? ???? ????? ???? ???????","Fawza Mohammed Alwan Moham-
med Al-Haseer N","?????"
"6889","???? ???? ????? ???? ??????","Hamoud Jassim Aliwi Mohammed Al-Mohammed","?????"
"689","????? ???? ???? ???????????","Hasir N       Rahim Mazid Ja-
ber Al-Ghalami","?????"
"6890","???? ???? ???? ????? ?????","Ali Jassim Mohammed Barghouth Bargho-
uth","?????"
"6891","????????????? ??????? ???? ???????","Abdul Nasser Khaled Ibrahim Ahmed Akidat","?????"
"6892","??? ???? ????? ?????????","Farah Basil Sarr Yif Aziz Al-Shaj","?????"
"6893","???? ????? ???? ???? ????????","Falah Mahmoud Ahmed Saleh Al-Dulaimi","?????"
"6894","???? ???? ??? ????","Muththan Ahmed Hassan
Thamer","?????"
"6895","???? ???? ?????????","Ayman Jassim Mohammad Kas-
sami","?????"
"6896","???? ????????? ???? ???? ???????","Amjad Abdul Ghathan Y Saleh Hamid Al
Hammadi","?????"
"6897","???? ???? ???? ???? ???????","Akram Ahmed Jassim Mohammed Al-Obaidi","?????"
"6898","???? ??????? ???? ???????","Mohammed Khadnali Saleh Al-
Ahmadi","?????"
"6899","???? ???? ???? ???? ?????","Muhammad Hazem Abbas plows Qablan","?????"
"69","????????????? ????","Delavar Jawhar Ahmed Rasool","?????"
"690","???? ???? ????? ???? ????????","Laila Lafta Smoke Zibak evil is kill-
ing you","?????"
"6900","???? ???? ???? ????? ???","Anan Saleh Ahmed Khadnal Bakr","?????"
"6901","??????? ???? ???? ????? ???????","Ibrahim Juma Hamza Suwadi Al-Suwadi","?????"
"6902","???? ???? ????? ???? ??????","Your class is Ali Salman Hamza Al-
Aziz","?????"
"6903","???? ????? ???? ????","Khaled Mahmoud Dakhil Mohammed","?????"
"6904","???? ???? ??????? ????","Ahmed Juma Ibrahim Rawish","?????"
"6905","????????? ??????? ???? ????","Abdulrahman Abdullah Jameel Ali","?????"
"6906","???? ???? ???? ?????","Sanaa Saeed Mohammed Hamdan","?????"
"6907","????? ??????????? ??????","Iman Khadna Nasser Younis Al-
Zaidi","?????"
"6908","???? ???? ??????","Hussam Mohammed Kh-
adnabd","?????"
"6909","???? ???? ????? ??????? ?????? ??????","Yasser Salah El-Din Ismail Suleiman Al-Zawi","?????"
"691","???? ????????? ???????? ???? ????????","Ali Abdul Zahra Abdul Redha Yousef Al-Hulaili","?????"
"6910","???? ???? ???? ???? ???????","Ahmed Fatji Mohammed Shihab Al-Abidi","?????"
"6911","???? ??? ????? ???? ?????","Rahal Abdul Hasirn Muid Al-Haib","?????"
"6912","??? ???? ????? ????","Heba Falah Idris Hamid","?????"
"6913","??? ???? ???? ????? ???","Ruwa Mohsen Mohammed Khadnal Ja-
bash","?????"
"6914","????? ????? ??? ????? ???????","Marwan Hasirn Rajab Hasirn Al-Mustafa","?????"
"6915","????????? ???? ???? ???? ?? ????????","Abdul Karim Mohammed Obaid Mohammed Al Abdul Rah-
man","?????"
"6916","??? ???? ???? ?????? ???????","Saif Noufal Ahmed Yasser N Al-Hadidi","?????"
"6917","????? ???? ???? ???? ????????","Nashwan Muhammad Ahmad Qasim Al-Hayal
?yi","?????"
"6918","????????? ????? ????","Ghadeer Mahmoud Ramadan Muhammad","?????"
"6919","??? ???? ???? ??? ???","Hoda Ali Ahmed Najm Najm","?????"
"692","???? ???? ???? ??????????","Muslim Hamza Abbas Jaber al-Zahir","?????"
"6920","???? ????? ??????? ????","Direct entry of Ibrahim Muh-
ammad","?????"
"6921","???? ??????? ????? ??? ??????","Nayef Ibrahim Haseer N KhalafAl-Murair","?????"
"6922","???????? ???? ????","Fawazha Ahmed plows","?????"
"6923","??????? ??? ?????","Nour Sabah Abdul Hammadi","?????"
"6924","???? ???? ???? ????????? ????????","Come on Mohammed, come on Abdulra-
hman Al-Hayyani","?????"
"6925",".??? ???? ????????? ????? ??????","Fahad Yasser Abdul Ghassan
and Mahmoud Elaine from","?????"
"6926","???? ?????????? ???? ??????","Khaled Ghadir, the assistant to Khalifa
Al-Dhamin","?????"
"6927","??? ???? ???????? ?? ????","Amal Mohammed FalehkrifAl Ali","?????"
"6928","??????????? ???? ??? ???? ???????","Bashar Nidal al-Din Muhammad Sheet Hamid al-Abidi","?????"
"6929","???? ???? ??? ???? ???????","Alaa Ahmed KhalafKhawain Al-Ikhwain","?????"
"693","???? ???? ?????? ?????????????","Wassim Hamid Mananri Jabbar Al-
Karmsy Y","?????"
"6930","???? ??? ????? ???? ??? ??????","Hadi Majid Al-Din Hadi Hassan Al-Fattas","?????"
"6931","???? ???? ???? ???? ???????","Ahmed Jassim Mohammed Hilal Al-Hilal","?????"
"6932","????? ???? ???? ???? ??????","Aida Mohammed Obaid Hamza Al-Hamza","?????"
"6933",".??? ???? ???? ???? ??????","Aws Yousef Mohammed Jassim Halawaji","?????"
"6934","???? ??????? ???? ?????","Salem Ibrahim Ali Has-
irn","?????"
"6935","???? ???? ???? ???? ??????","Azzam Hamoud Munis Mufleh Al-Mufleh","?????"
"6936","????? ???? ???? ????? ???????","Basma Ahmed Mohammed Sultan Al-Sultan","?????"
"6937","???? ???? ??????? ????","Ali Talal Ismail Ali","?????"
"6938","??????? ???? ???? ???????","Abdullah Faleh Ali Atallah","?????"
"6939","????????????????? ???? ??? ????","Abeer, thinker, Mohamed, Amir, Ali, She-
ikh Ali","?????"
"694","??????? ???????? ?????","We blew it up behind the Gaza credit-
ors","?????"
"6940","??? ????? ???? ?????","Farah Turki Salem Mahm-
oud","?????"
"6941","????????????? ???? ????","???? ????????? ???? ????","?????"
"6942","????? ???? ???? ??????? ????????","Zakaria Qasim Saleh Abdullah Al-Naimiyi","?????"
"6943","???? ???? ???? ?????","Jassim Ahmed Thalaj Hamada","?????"
"6944","???? ???? ???? ???? ????????","Younis Ahmed Khalil Ali Al-Naimiyi","?????"
"6945","??? ????? ???? ?????","Saad Adnan Mohammed Mu-
stafa","?????"
"6946","??? ???? ???? ?????","Karam Muhammad Abbas Hamoudi","?????"
"6947","???? ???? ???? ?????? ??????","Khaled Jamil Saleh Yasser N Al-Aloush","?????"
"6948","???? ???????? ??? ???????","Fatah Askar Khaled KhalafAl-Jubouri","?????"
"6949","????????? ????? ???????????????","Feelings of Hasib Hamoudi Abdelaziz Al-Hussan","?????"
"695","???? ???? ????????? ??? ?????","Momen Sabah Abdel Karim Dhad Al-Saad","?????"
"6950","????? ???? ????????? ?????","I feel sorry for Mohammed Amir
Elias","?????"
"6951","???? ???? ?????. ????","Nias Hamid Ali Hasir
N","?????"
"6952","????????? ?????????","Mu'ayir Nashahab Ahmad Kan-
idah","?????"
"6953","????????? ???????? ???? ??????? ??????","Abdul Hakim Muhammad Yunus Khalil Ibrahim Al-Baqal","?????"
"6954","???? ??? ????? ???","Saleem Khalaf Mahmoud Khalaf","?????"
"6955","???? ???????? ????","Ahmed Yasser Hamed is absent","?????"
"6956","???? ??? ????????","Mohammed Hassan Nasser Huwish","?????"
"6957","????? ???????? ????","Thamera Kamel Karim Rashid","?????"
"6958","???? ????? ?????????? ???????","Hamza Mustafa Khadhan Abdullah Abdu-
llah","?????"
"6959","???? ??? ???? ???? ?????????","Mohammed Waad Mohammed
Ali Al-Jaheesir Y","?????"
"696","???? ????? ???? ????? ??????","Ali Hasir Yusuf Matroud Al Ras-
hid","?????"
"6960","??? ???? ?????????????","Saad Khalil Ibrahim Kabisi","?????"
"6961","???? ?????? ??? ??????","Asaad Suleiman Hassan Sakrbro","?????"
"6962","???? ??????? ????? ???? ?? ?????","Khalil Ibrahim Hasirn Aloush Al Yaqoub","?????"
"6963","???? ??? ?????? ??? ?????","Fadel Hassan Suleiman Hassan Agha","?????"
"6964","???? ?? ???????? ???????","Raed Taha Aziz Saleh the oppressed","?????"
"6965","????? ???? ???? ????","Warqaa Mohammed Qasim Mohammed","?????"
"6966","??? ????????? ???? ???? ??????","Saif Abdul Majeed Majeed Hayas Jankir","?????"
"6967","???? ???? ????????????","Dunya Muhammad Samirgaru Muhammad","?????"
"6968","??????????? ???? ???","Bashar Ibrahim Muhammad Has-
san","?????"
"6969",".????? ??????? ???? ???????","Maysoun Dhu al-Nun Younis al-Shahani","?????"
"697","???? ??????? ??????????","Mohammed Raad Kazim Shaker Al-Sabbagh","?????"
"6970","??????? ???? ???? ???????","Ibrahim Dhnoon Younis Ibrahim","?????"
"6971","???? ???? ???? ????","Ramy Hossam Gomaa Mohamed","?????"
"6972","????? ????? ???????? ???????","Narin and Yassi Hamadamir
N Abdullah","?????"
"6973","???? ??? ???? ????","Muththan Abd Yahrath
Muhammad","?????"
"6974","???? ????????????? ???","Madin Abdul Qader Muhammad Najm","?????"
"6975","????? ???? ????? ???","Osama Mohammed Elias Khadn","?????"
"6976","?????????????? ???? ????","Azhar Abdulrahman Ali Ahmed","?????"
"6977","????????? ???? ????","Muammar Mahmoud Daoud Hamoud","?????"
"6978","??? ????? ???? ????","A distinguished star, Abbas
Mahnesh","?????"
"6979","???? ???? ??? ????","Awad Mohammed Awad Jazza","?????"
"698","???? ???? ??? ????? ????????","Batoul Tariq Khalaf Shihan Al-Shaher N","?????"
"6980","???? ????? ???? ????","Ahmed Ahmed Hamid Ayyaf","?????"
"6981","????? ?????? ???? ????","Iman Suleiman Shukry Daoud","?????"
"6982","????????? ??? ??????","Mu'ayyar Nasaadi Hamad Sul-
eiman","?????"
"6983","???? ???? ???? ????","Mohammed Khaled Mohammed Kh-
aled","?????"
"6984","???? ???? ??? ???? ????","Ryan Ali Reza Majeed Majeed","?????"
"6985","?????? ???? ?? ????","Amanni Jalal Taha
Junaid","?????"
"6986","???? ???? ????? ????","Mohammed Saleh Salman Mohammed","?????"
"6987","????? ????? ?? ????","In'am Qahtan Taha Saleh","?????"
"6988","??? ???? ???? ???","Visions ofAyed Attia Abdel","?????"
"6989","????????? ???? ??? ?????","Abdul Wahid Awad KhalafMahboub","?????"
"699","???? ????????? ????? ????? ?????????","Thamer Abdel-Dayem Salman Kanaan
Al-Kanaanani","?????"
"6990","????????????? ???? ??????","Thamer Bashir Mahmoud Jassim Al-Rajabo","?????"
"6991","????????? ???? ???? ???? ???????","Abdulrahman Ziad Tariq Ahmed Al-Jawari","?????"
"6992","???? ????? ???? ????","Marwa Adnan Jassim Mohammed","?????"
"6993","????? ????????????? ????? ???????","Mahmoud Abdel Qader Mohammed Mashyoh Al-Luwaizi","?????"
"6994","???????? ???? ?????","Flowers Mohammed Saeed Sultan","?????"
"6995","????? ???? ????? ????? ???????","Asmaa Fadel Mahmoud Ramadan Al-Jabouri","?????"
"6996","????????? ???? ??????? ????","Abdul Azim Ghaib Ibrahim Ali","?????"
"6997","???? ??????????? ?? ??????","Imad Khadnqaderionis Al-Turnan","?????"
"6998","???? ???? ???? ???","Ali Mohammed Khalifa Ha-
ssan","?????"
"6999","???? ??? ??? ????","Ahmed Saad Abdel Ahmed","?????"
"7","???? ???? ???????? ????"," Shafiq Hamadamir N Sha-
fiq?","?????"
"70","?????? ???????? ???? ??","Deloufan Mohammad Fateh Jalal Taha","?????"
"700","???? ???????? ????? ???? ???????","Ali Abdul Sayed Muayouf Ali Al-Jabouri","?????"
"7000","??? ???? ???? ????","Hoda Daoud Salem Khaled","?????"
"7001","???? ???? ???? ????","Nouri Mohammed Nouri Haroush","?????"
"7002","???? ???????? ?????","Laila Nazir Nadim Yaqoub","?????"
"7003","???? ???? ???? ????","Jinan Shahab Ahmad Mohammad","?????"
"7004","????? ???? ??????? ??????","Muzahim Qasim Hamou Ahmed Al-Khayyat","?????"
"7005","???? ????? ????????? ???????","Mohammed Farman Shahrisalman Al-Jabouri","?????"
"7006","???? ???? ?????? ??? ???????","Khaled Mutab Yasser N Hassan Al-
Abidi","?????"
"7007","????? ???? ????????????????? ??????","Watban Jameel Mansour Abdul Aziz Abdul Aziz","?????"
"7008","???? ???? ???? ??? ?????","Ahmed Fakkak Ahmed Hamad Al-Hamad","?????"
"7009","???? ????? ??????? ??????????","Ghanem Sultan Abdullah Al-Basso Al-Basso","?????"
"701","???? ???? ??? ???? ???????","One morning, with Sadiq Al-Shaddawi","?????"
"7010","???? ??? ???? ??????? ????????","Youssef Faraj Muhammad Abdullah Al-Sabaawi","?????"
"7011","s???? ????? ???? ???? ??????","Khaled Sultan Hashim Ahmed Al-Tani","?????"
"7012","???? ???? ???? ???? ???????","Jumaa Ahmed Dawar Abed Al-Bajari","?????"
"7013","???? ????????? ????? ???? ????????","Talib Abdul Karim Mahmoud Hamid Al-Maamari","?????"
"7014","???? ??? ????? ???? ?????","Jamil Abdul Mahmoud, plumber, knife maker","?????"
"7015","???? ???? ????????? ?????","Muhammad Ali, the Prophet's Muslim","?????"
"7016","???? ???? ???? ????? ??????","Talal Rashid Tahan Sarhan Al-Shahan","?????"
"7017","???? ?????? ???? ???? ???????","Faisal Yasser Hadi Yousef Al-Aqidi","?????"
"7018","???????? ???? ????? ????????","Noureddine Younes Hassir Omar Qablan","?????"
"7019","????????? ???? ????? ???????","Dhafer Mahmoud Ali Hasir Al-
Jabouri","?????"
"702","????? ????? ???? ??? ??????","
???? ????? ?","?????"
"7020","???? ???? ???? ?????? ???????","Hazem Ahmed Saleh Suleiman Al-Jabouri","?????"
"7021","????? ???? ???? ???? ??????","Marwan Hamoud Ali Saleh Al-Khudair","?????"
"7022","????????? ???????? ???? ???? ???????","Abdul Hamid Muhammad Ali Ahmad Hamoud Al-
Jubouri","?????"
"7023","???????????????? ??????????","  Ammar Thamer Aziz Moh-
        ammed Al-Mashhad","?????"
"7024","???? ?????? ???? ??????? ??????","Adel Suleiman Aboud Ibrahim Al-Nasser","?????"
"7025","???? ???? ???? ???? ???????","Imad Muhammad Hamid Dhunun Al-Rashidi","?????"
"7026","????????? ??? ?????????? ???????","Abdul Fattah Hamad Harhair Wadi Al-Harhair","?????"
"7027","???? ????? ????? ???? ?????????"," Ahmed Hasirn Aliwi Khalifa Al-
                    Jaheisir Y","?????"
"7028","???? ????? ???? ???? ???????","Mohammed Akhlaif Nazal Marbat Al-Hadidi","?????"
"7029","???? ???? ???? ????? ???????","Ahmed Hamed Ahmed Hamdan Al-Suwaidi","?????"
"703","??????? ???? ????????. ??? ???","??? ??? ??","?????"
"7030","???? ??? ???? ????? ????","       Mohamed Hassan Ali Mahmoud Kh-
                                odhod","?????"
"7031","???? ?????? ??? ??? ???????","Noufal Suleiman Talab Abdul-Jubouri","?????"
"7032","???? ???? ??????? ??????","Riyadh Mohsen Muskadhim Al-Najjar","?????"
"7033",".???? ???? ???? ????? ???????","Ziad Dhnoon Younis Eidan Al-Mufarji","?????"
"7034","????????? ??? ???????????","Anmar Maree Hassan Nasser Al-Jabouri","?????"
"7035","???????? ???? ????? ???????","Nizar Younis Muhammad Hasir N
Al-Rashidi","?????"
"7036","???? ???? ???? ????????? ??????","Ahmed Ragheb Ahmed Abdel Razzaq Al-Rawi","?????"
"7037","????? ???? ???? ???? ????????","Zakaria Ahmed Sattam Ahmed Al-
Jumaili","?????"
"7038","??? ???? ???? ???? ???????","Qusay Hamid Ali Muhammad Al-Jawari","?????"
"7039","???? ???? ???? ???? ???????","Samit Awad Samit Awad Al-Jabouri","?????"
"704","????? ???? ???? ????","Osama Aqil Issa Younis","?????"
"7040","???? ???? ????? ??????? ???????","Adel Jassim Mustafa Abdullah Al-Jubouri","?????"
"7041","???? ???? ???? ??????? ???????","Mohammed Nawaf Khalil Ibrahim Al-Jabouri","?????"
"7042","???? ????????? ???? ????? ??????","Talal Abdul Karim Ahmed Akoub Al-Hamdi","?????"
"7043","???? ???? ????? ???? ???????","Lazham Hamed Hasir and Ahmed
Al-Amrouh","?????"
"7044","???? ???? ???? ????? ?????????","    Ziad Mohammed Ahmed Sa-
            adoun Al-Hamdani","?????"
"7045","???? ???? ???? ???? ?????? ???????","Mohammed Obaid Dhnoon Hamoud Al-Ali Al-Azghair","?????"
"7046","???? ???? ???? ????? ???????","Siham Abbas Ali Hamada Al-Jabouri","?????"
"7047","s???? ???? ???? ??? ??????","Marwa Mowaffaq Muhammad Hassan Al-
Tani","?????"
"7048","???? ???? ???? ???? ????????","DHIFAF WALED ALI HAMID ALNAEMI   ","?????"
"7049","???? ???? ??? ???? ???????","Marwa Talal Sheet Hamid Al-Abidi","?????"
"705","???? ???? ???? ???? ????????","Nofal Jassim Hajem Lafta Al-Naeimiy","?????"
"7050","????? ???? ???? ???? ???????","Names of Ahmed Jassim Mohammed Al-Jabouri","?????"
"7051","????? ????? ???? ??? ??????","Mahasin Hamdoun Hamid Hassan Al-
Dal?i","?????"
"7052","??? ????????? ???? ?????? ??????","Reem, God willing, Hamid Zaydawi Zaydawi","?????"
"7053","??? ???? ???? ???????????","Amal Younis Ali Khader Al-Hayawi","?????"
"7054","???? ????????? ????? ???? ???????","Narrated by Abdul Rahman Amirin
Ahmed Al-Sufiny","?????"
"7055","????? ????????? ????? ????????","    Haifa Kader Gerges Hasir N       Al Sha-
                               msi","?????"
"7056","??? ???? ?????? ???? ?? ???","Ran Yunus Suleiman Ali Al-Qaba","?????"
"7057","???? ???? ???? ???? ????????","Badour Nabil Daoud Jumaa Al-Malahamo","?????"
"7058","????? ???? ????? ???? ?????","Insam Ahmed Saadoun Ahmed Al-Jadi","?????"
"7059","??? ???? ???? ???? ?????????"," Shahed Ahmed Khalil Ah-
         med Al-Hamdani","?????"
"706","???? ???? ???? ???? ?? ????","Duaa Imad Saleh Mahdi Al-Lafta","?????"
"7060","??? ??????? ???? ????? ??????","      Hoda Jarallah Dawood Hasir N
                          Al-Ghabsha","?????"
"7061","????????? ????? ???? ???? ??????","      Abdulrahman Hani Bashir Daoud Al-
                             Dabbagh","?????"
