A,Name on ballot,"Candidate

Sequence",,"   Type
      Nominat-
            ion","Electoral
district",,Sex,Candidate's full name,Voter number
269 ,"National res-
olution",30 ,,Alliance,Nineveh,,Male,"Anmar Abdul Sattar Mohammed
Abdullah Al-Hamdani",7176 
269 ,"National res-
olution",31 ,,Alliance,Nineveh,,Male,Sadd Al-Din Burhan Adel Al-Omari,7177 
269 ,"National res-
olution",32 ,,Alliance,Nineveh,,"   female
 ",Maisam Fatji Muhammad KhalafAl-Bujari,7178 
269 ,"National res-
olution",33 ,,Alliance,Nineveh,,Male,Khaled Saleh Abdul-Jader Najm Al-Jabouri,7179 
269 ,"National res-
olution",34 ,,Alliance,Nineveh,,Male,Zaid Khaled Dahwi Harni Al-Lahithi,7180 
269 ,"National res-
olution",35 ,,Alliance,Nineveh,,Male,"Nasser Abdul Jabbar Khadir Mohammed
Al-Yasser N",7181 
269 ,"National res-
olution",36 ,,Alliance,Nineveh,,"   female
 ","Maysaa Khair, Hassan Ahmed Al-Dabbagh",7182 
269 ,"National res-
olution",37 ,,Alliance,Nineveh,,Male,Shihab Ahmed Khadir Al-Salami,7183 
269 ,"National res-
olution",38 ,,Alliance,Nineveh,,Male,Mohammed Osman Abdul Mohammed Al-Husayn,7184 
269 ,"National res-
olution",39 ,,Alliance,Nineveh,,Male,Hashem Khalaf Awad Jassim Al-Hadidi,7185 
269 ,"National res-
olution",40 ,,Alliance,Nineveh,,"   female
 ","Taiba Riyad Ayed Taha Al-
Anani",7186 
269 ,"National res-
olution",41 ,,Alliance,Nineveh,,Male,"Abdulrahman Ali Ibrahim Mustafa
Al-Mihrab",7187 
269 ,"National res-
olution",42 ,,Alliance,Nineveh,,Male,"Saif Ahmed Mohammed KhalafAl-
Lahithi",7188 
269 ,"National res-
olution",43 ,,Alliance,Nineveh,,Male,"Ammar Mohammed Jassim Moham-
med",7189 
269 ,"National res-
olution",44 ,,Alliance,Nineveh,,Male,Hossam Tariq Hazem Abdullah Hazem,7190 
269 ,"National res-
olution",45 ,,Alliance,Nineveh,,Male,Idham Harith Younis Khalifa Al Akla,7191 
269 ,"National res-
olution",46 ,,Alliance,Nineveh,,"   female
 ",Hamdiya Mohammed Jassim Mohammed Al-Sabaawi,7192 
269 ,"National res-
olution",48 ,,Alliance,Nineveh,,Male,Ahmed Mohammed Sultan Ali Ali,7193 
269 ,"National res-
olution",49 ,,Alliance,Nineveh,,Male,Laith Shaker Ahmed Sultan Al-Jabouri,7194 
269 ,"National res-
olution",50 ,,Alliance,Nineveh,,"   female
 ",Ashwaq Abdul Karim Mohammed Hamid,7195 
269 ," National res-
      olution",51 ,,      Alliance,Nineveh,,Male,Youssef Mu'ayyad Mahmoud Haseer N Al-Bosef,7196 
269 ," National res-
      olution",52 ,,      Alliance,Nineveh,,Male,"Mohammed Sami Ghafil Mohammed
Al-Lahithi",7197 
269 ," National res-
      olution",53 ,,      Alliance,Nineveh,,"   female
 ",Zeina Abdel Wahab Ahmed Ahmed Al-Maadheed,7198 
269 ," National res-
      olution",54 ,,      Alliance,Nineveh,,"   female
 ",Khalida Ahmed Hassan Mohammed Al-Jabouri,7199 
269 ," National res-
      olution",55 ,,      Alliance,Nineveh,,Male,"Mohammed Salem Haseer N Ali
Al-Maamari",7200 
269 ," National res-
      olution",57 ,,      Alliance,Nineveh,,Male,"Mohammed Wasmi Ashwish Ali Al-
Ali",7201 
269 ," National res-
      olution",58 ,,      Alliance,Nineveh,,Male,"Hisham Ahmed Khadn Mo-
hammed",7202 
269 ," National res-
      olution",59 ,,      Alliance,Nineveh,,"   female
 ","Hanan Mathan Mahmoud Man-
sour",7203 
269 ," National res-
      olution",60 ,,      Alliance,Nineveh,,Male,Waddah Ibrahim RahoumiNajm,7204 
269 ," National res-
      olution",61 ,,      Alliance,Nineveh,,Male,Hassan Hashem Awad Ahmed,7205 
269 ," National res-
      olution",62 ,,      Alliance,Nineveh,,"   female
 ","Abeer Khalaf Abdullah Saleh Al-
Khudhan",7206 
269 ," National res-
      olution",63 ,,      Alliance,Nineveh,,Male,"Haitham Abdul Karim Omar Amir
N Al-Mashhadani",7207 
272 ,"The Arab Project, Iraq",1 ,,Party,Nineveh,,Male,Hassan KhalafAl-Hamid Al-Jabouri,7208 
272 ,"The Arab Project, Iraq",2 ,,Party,Nineveh,,Male,Subhan Cagan Tokan Iron Snow,7209 
272 ,"The Arab Project, Iraq",3 ,,Party,Nineveh,,Male,"Abdullah Mohammed Ali Sa-
leh Al-Za'eir",7210 
272 ,"The Arab Project, Iraq",4 ,,Party,Nineveh,,Male,Farhan Saleh Turkish Iranian,7211 
272 ,"The Arab Project, Iraq",5 ,,Party,Nineveh,,Male,"Mohammed Ibrahim Hasirn Ali Ali
Al-Saleh",7212 
272 ,"The Arab Project, Iraq",6 ,,Party,Nineveh,,Male,Ahmed Obaid Issa Mohammed Al-Jabouri,7213 
272 ,"The Arab Project, Iraq",7 ,,Party,Nineveh,,Male,Juma Ibrahim Khadnouis Al-Owais,7214 
272 ,"The Arab Project, Iraq",8 ,,Party,Nineveh,,Male,Hamza Khalaf Issa Hasirn Al-Aqidi,7215 
272 ,"The Arab Project, Iraq",9 ,,Party,Nineveh,,Male,"I feel sorry for Hajem Khaled
Al-Ain",7216 
272 ,"The Arab Project, Iraq",10 ,,Party,Nineveh,,Male,Khadir Mohammed Hamad Salem Al-Hamoud,7217 
272 ,"The Arab Project, Iraq",11 ,,Party,Nineveh,,Male,"Promise Hasirn Nasser Abdel
Nasser",7218 
272 ,"The Arab Project, Iraq",12 ,,Party,Nineveh,,Male,Mohammed Khalil Tamish Finsh Al-Ibrahim,7219 
272 ,"The Arab Project, Iraq",13 ,,Party,Nineveh,,Male,Hamed Ismail Muhammad Ali al-Hadidi,7220 
272 ,"The Arab Project, Iraq",14 ,,Party,Nineveh,,Male,Mohammed Saleh Hamada Wahb Al-Saleh,7221 
272 ,"The Arab Project, Iraq",15 ,,Party,Nineveh,,Male,Moaz Abdul Salam Ahmed Saleh Al-Jubouri,7222 
272 ,"The Arab Project, Iraq",16 ,,Party,Nineveh,,Male,Arkan Salem Aqla Rajab Al-Sabaawi,7223 
272 ,"The Arab Project, Iraq",17 ,,Party,Nineveh,,Male,Mu'ayyad Hamad Khadir Hassan Al-Khafaji,7224 
272 ,"The Arab Project, Iraq",18 ,,Party,Nineveh,,Male,Jassim Ahmed Naher Al-Jabouri Store,7225 
272 ,"The Arab Project, Iraq",19 ,,Party,Nineveh,,Male,Saad Mohammed Suleiman Awad Al-Sabaawi,7226 
272 ,"The Arab Project, Iraq",20 ,,Party,Nineveh,,Male,This is Ahmed Gharni Hamid Al-Hamid,7227 
272 ,"The Arab Project, Iraq",21 ,,Party,Nineveh,,Male,"Alaa Issa Othman, a teaching assistant",7228 
272 ,"The Arab Project, Iraq",22 ,,Party,Nineveh,,Male,Abdullah Hamid Shahoudh Talab Al-Jubouri,7229 
272 ,"The Arab Project, Iraq",23 ,,Party,Nineveh,,Male,"Shaher Mandeel Abdullah Hanawi Al-
Lahithi",7230 
272 ,"The Arab Project, Iraq",24 ,,Party,Nineveh,,Male,Fahd Jassim Mohammed Hamzaltany,7231 
272 ,"The Arab Project, Iraq",26 ,,Party,Nineveh,,Male,Ahmed Marai Salim Fattah Al-Fattah,7232 
272 ,"The Arab Project, Iraq",27 ,,Party,Nineveh,,Male,Ghazi Faisal Khadir Ahmed Al-Jubouri,7233 
272 ,"The Arab Project, Iraq",28 ,,Party,Nineveh,,Male,Abdul Nasser Suleiman Qasim Muhammad Al-Mar'ouk,7234 
272 ,"The Arab Project, Iraq",29 ,,Party,Nineveh,,Male,"Thamer Mohammed Ali
Mohammed Al-Hafni",7235 
272 ,"The Arab Project, Iraq",30 ,,Party,Nineveh,,Male,Muhammad Nuh Khalil Muhammad al-Khalaf,7236 
272 ,"The Arab Project, Iraq",31 ,,Party,Nineveh,,Male,Muhammad Khalaf Ahmad Uqla al-Dulaimi,7237 
272 ,"The Arab Project, Iraq",32 ,,Party,Nineveh,,Male,"Abdul Issa Mustafa Suleiman Al-
Khatunni",7238 
272 ,"The Arab Project, Iraq",33 ,,Party,Nineveh,,Male,Muhammad Walid Youssef Muhammad Abd al-Asmi,7239 
272 ,"The Arab Project, Iraq",34 ,,Party,Nineveh,,Male,Falcon Talal Rahil Awad Al-Lahithi,7240 
272 ,"The Arab Project, Iraq",35 ,,Party,Nineveh,,Male,Safwan Hashim Sheet Abdullah Al-Najjar,7241 
272 ,"The Arab Project, Iraq",36 ,,Party,Nineveh,,Male,Khazal Dhiban Jaber Hassan Al Atallah,7242 
272 ,"The Arab Project, Iraq",37 ,,Party,Nineveh,,Male,Mahfouz Khalaf Saleh Nazal Sabawi,7243 
272 ,"The Arab Project, Iraq",38 ,,Party,Nineveh,,Male,Hais Mohammed Mahmoud Amir N Al-Aqidi,7244 
272 ,"The Arab Project, Iraq",39 ,,Party,Nineveh,,Male,Karam Amer Ibrahim MayoufAl-Finsh,7245 
272 ,"The Arab Project, Iraq",40 ,,Party,Nineveh,,Male,Firas Fatji Abdullah Musa Al-Aqidi,7246 
272 ,"The Arab Project, Iraq",41 ,,Party,Nineveh,,Male,Mazen Hamid Mardas Hamadi Al-Sultan,7247 
272 ,"The Arab Project, Iraq",42 ,,Party,Nineveh,,Male,Faris Muhammad Mutlaq Ghadir Al-Mashhour,7248 
272 ,"The Arab Project, Iraq",43 ,,Party,Nineveh,,Male,Issa Ahmed Issa Ramadan Al-Hamidi,7249 
272 ,"The Arab Project, Iraq",44 ,,Party,Nineveh,,Male,Mohammed Hamad Amdeed Waliy Al-Jabouri,7250 
272 ,"The Arab Project, Iraq",45 ,,Party,Nineveh,,Male,Khalil Ahmed Hassan KhalafAl-Abbadi,7251 
272 ,"The Arab Project, Iraq",46 ,,Party,Nineveh,,"   female
 ","Hajir Abdullah Mohammed Ali Al-Jaheesir
Y",7252 
272 ,"The Arab Project, Iraq",47 ,,Party,Nineveh,,"   female
 ",Najlaa Mohammed Mazban Halwadbian,7253 
272 ,"The Arab Project, Iraq",48 ,,Party,Nineveh,,"   female
 ",Raghad Qasim plows Aziz Al-Bey,7254 
272 ,"The Arab Project, Iraq",49 ,,Party,Nineveh,,"   female
 ",Amina Hazem Youssef Fares Al-Daraji,7255 
272 ,"The Arab Project, Iraq",50 ,,Party,Nineveh,,"   female
 ",Aseel Muhammad Rafat Saleh Abdul Qader Shahir N Agha,7256 
272 ,"The Arab Project, Iraq",51 ,,Party,Nineveh,,"   female
 ",Lamia Hashim Mohsen Hassan Al-Jabouri,7257 
272 ,"The Arab Project, Iraq",52 ,,Party,Nineveh,,"   female
 ",Samah Muhammad Hamoud Abdullah Al-Sabaawi,7258 
272 ,"The Arab Project, Iraq",53 ,,Party,Nineveh,,"   female
 ",Aseel Hamid Rajab Mohammed Al-Jarjis,7259 
272 ,"The Arab Project, Iraq",54 ,,Party,Nineveh,,"   female
 ","Alaa Mahmoud Mohammed Ahmed
Al-Tani",7260 
272 ,"The Arab Project, Iraq",55 ,,Party,Nineveh,,"   female
 ",Nadia Nasser Hamid Abdullah Al-Jubouri,7261 
272 ,"The Arab Project, Iraq",57 ,,Party,Nineveh,,"   female
 ","Respected Saadullah Khudair Ibrahim Al-
Juhaisiri",7262 
272 ,"The Arab Project, Iraq",58 ,,Party,Nineveh,,"   female
 ",Hanan Younis Habib Younis Younis,7263 
272 ,"The Arab Project, Iraq",59 ,,Party,Nineveh,,"   female
 ",Never N Khaled Girgis Ahmed Al-Hadidi,7264 
272 ,"The Arab Project, Iraq",60 ,,Party,Nineveh,,"   female
 ","How are you, Ghalib Younis Majeed Belo?",7265 
272 ,"The Arab Project, Iraq",61 ,,Party,Nineveh,,"   female
 ",Amna Mohammed Attia Hassan Al-Jabouri,7266 
272 ,"The Arab Project, Iraq",62 ,,Party,Nineveh,,"   female
 ",Ghofran Yousef Haseer N Aliwi Al-Jabouri,7267 
272 ,"The Arab Project, Iraq",63 ,,Party,Nineveh,,"   female
 ",Manar Bashir Harith Muhammad Al-Dhaif,7268 
275 ,"Kurdistan Democratic Pa-
rner",1 ,,Party,Nineveh,,Male,"Nour Khaled Shaker You-
ssef Hasniani",7269 
275 ,"Kurdistan Democratic Pa-
rner",2 ,,Party,Nineveh,,Male,"Shaker Saeed Ali Ahmed
Al-Kafranani",7270 
275 ,"Kurdistan Democratic Pa-
rner",3 ,,Party,Nineveh,,Male,Saadi Darwish Murad Abu Zaid Khatari,7271 
275 ,"Kurdistan Democratic Pa-
rner",4 ,,Party,Nineveh,,Male,Majed KhalafHamoustomasto,7272 
275 ,"Kurdistan Democratic Pa-
rner",5 ,,Party,Nineveh,,Male,"Mahma Khalil Qasim Hassan
Samoufri",7273 
275 ,"Kurdistan Democratic Pa-
rner",6 ,,Party,Nineveh,,Male,Mohsen Hasiran Ali Majeed Agha,7274 
275 ,"Kurdistan Democratic Pa-
rner",7 ,,Party,Nineveh,,Male,Ibrahim Laloubrohasan Bro,7275 
275 ,"Kurdistan Democratic Pa-
rner",8 ,,Party,Nineveh,,Male,Ismail Ibrahim Othman Bardi Al-Shammari,7276 
275 ,"Kurdistan Democratic Pa-
rner",9 ,,Party,Nineveh,,Male,Omar Harith Ismail Saleh Al-Hayani,7277 
275 ,"Kurdistan Democratic Pa-
rner",10 ,,Party,Nineveh,,Male,Raed Mohammed Abdullah Ahmed Al-Dawoodi,7278 
275 ,"Kurdistan Democratic Pa-
rner",11 ,,Party,Nineveh,,Male,Dalir Saberbayzhahir N Belbas,7279 
275 ,"Kurdistan Democratic Pa-
rner",12 ,,Party,Nineveh,,Male,"Friday, Muhammad Ali, Sayfoukhouss-
ary, Rekanani",7280 
275 ,"Kurdistan Democratic Pa-
rner",13 ,,Party,Nineveh,,"   female
 ","Duaa Khalil Ismail Hamed Koya-
nni",7281 
275 ,"Kurdistan Democratic Pa-
rner",14 ,,Party,Nineveh,,Male,"Fares Eliaskatheri Halwal Dajan
Y",7282 
275 ,"Kurdistan Democratic Pa-
rner",15 ,,Party,Nineveh,,Male,NawafBadal Khalaf Qasim Al Zaro,7283 
275 ,"Kurdistan Democratic Pa-
rner",16 ,,Party,Nineveh,,"   female
 ","Wafaa Muhammad Ali Amir N Youssef
Al-Sulayfanani",7284 
275 ,"Kurdistan Democratic Pa-
rner",17 ,,Party,Nineveh,,"   female
 ","Jihan Hassan Jundi Hassan Al-
Khalthari",7285 
275 ,"Kurdistan Democratic Pa-
rner",18 ,,Party,Nineveh,,Male,Ibrahim Abdulrahman Ibrahim Jassim Sabawi,7286 
275 ,"Kurdistan Democratic Pa-
rner",19 ,,Party,Nineveh,,"   female
 ","The secrets of Mustafa Muhammad
Yunus Barwari",7287 
275 ,"Kurdistan Democratic Pa-
rner",20 ,,Party,Nineveh,,"   female
 ",Rasha Talib Wahb Muhammad Younis Al Wahb,7288 
275 ,"Kurdistan Democratic Pa-
rner",21 ,,Party,Nineveh,,Male,Mohsen Abdullah Ali Saeed Al-Zibari,7289 
275 ,"Kurdistan Democratic Pa-
rner",22 ,,Party,Nineveh,,"   female
 ","Claws on me Amir N Bir Da-
oud Suleiman",7290 
275 ,"Kurdistan Democratic Pa-
rner",23 ,,Party,Nineveh,,Male,"Salal Ali Khalaf Hamad Al Nas-
ser",7291 
275 ,"Kurdistan Democratic Pa-
rner",24 ,,Party,Nineveh,,"   female
 ",Hello Salem Ismail Omar Koger,7292 
275 ,"Kurdistan Democratic Pa-
rner",25 ,,Party,Nineveh,,Male,Kamal Daoud Ibrahim Ahmed Ahmed,7293 
275 ,"Kurdistan Democratic Pa-
rner",26 ,,Party,Nineveh,,Male,"Behind the star Ahmed Hassan Al-
Lahithi",7294 
275 ,"Kurdistan Democratic Pa-
rner",27 ,,Party,Nineveh,,Male,محمد ذنون يونس حمو النعيمیي,7295 
275 ,"Kurdistan Democratic Pa-
rner",28 ,,Party,Nineveh,,Male,Judge Salem Mahmoud Ahmed Al-Warshaan,7296 
275 ,"Kurdistan Democratic Pa-
rner",29 ,,Party,Nineveh,,Male,Mozaffar's head tattoo,7297 
275 ,"Kurdistan Democratic Pa-
rner",30 ,,Party,Nineveh,,Male,Ahmed Ali KhalafAbdi Khalaf,7298 
275 ,"Kurdistan Democratic Pa-
rner",31 ,,Party,Nineveh,,Male,Basharnabil Hamdoun Mahmoud Hamandoush,7299 
275 ,"Kurdistan Democratic Pa-
rner",32 ,,Party,Nineveh,,Male,Ghazi Khalil Ibrahim Saleh Kakai,7300 
275 ,"Kurdistan Democratic Pa-
rner",33 ,,Party,Nineveh,,Male,"Hamoudi Mohammed Mahmoud Abou-
ltani",7301 
275 ,"Kurdistan Democratic Pa-
rner",34 ,,Party,Nineveh,,"   female
 ",Donia Muhammad Rashoumar Hasan,7302 
275 ,"Kurdistan Democratic Pa-
rner",35 ,,Party,Nineveh,,Male,Omar Elias Ali Elias Al-Ali,7303 
275 ,"Kurdistan Democratic Pa-
rner",37 ,,Party,Nineveh,,Male,Younis Mohammed Hassan Al-Naimi plows,7304 
275 ,"Kurdistan Democratic Pa-
rner",38 ,,Party,Nineveh,,Male,"Taameh Abdullah Hammadi Hanzel Al-
Lahithi",7305 
275 ,"Kurdistan Democratic Pa-
rner",39 ,,Party,Nineveh,,Male,"Share and share the beauty of Khaled
Al-Dobardanni's embrace",7306 
275 ,"Kurdistan Democratic Pa-
rner",40 ,,Party,Nineveh,,"   female
 ",Vian Dakhil Saeed Khadhnehkari,7307 
275 ,"Kurdistan Democratic Pa-
rner",41 ,,Party,Nineveh,,"   female
 ",Laila Younis Saleh Obaid Al-Mawla,7308 
275 ,"Kurdistan Democratic Pa-
rner",42 ,,Party,Nineveh,,Male,"Mahmoud Hassan Ali Khalil Al-
You",7309 
275 ,"Kurdistan Democratic Pa-
rner",43 ,,Party,Nineveh,,Male,Muslim Qasim Najm Ali Al-Hashemi,7310 
275 ,"Kurdistan Democratic Pa-
rner",44 ,,Party,Nineveh,,Male,Omar Kamal Ahmed Ayoub Zenkena,7311 
275 ,"Kurdistan Democratic Pa-
rner",45 ,,Party,Nineveh,,"   female
 ","Ashthri Mohammed Omar
Hassan Al-Kuwaianni",7312 
275 ,"Kurdistan Democratic Pa-
rner",46 ,,Party,Nineveh,,Male,Maad Fouad Abdul Saeed Saeed,7313 
275 ,"Kurdistan Democratic Pa-
rner",47 ,,Party,Nineveh,,"   female
 ",Nagham Nozat Hassan Khadn Al-Khatari,7314 
275 ,"Kurdistan Democratic Pa-
rner",48 ,,Party,Nineveh,,Male,Abdul Qader Abdullah Batoush YousefAl Khadhnkhalaf,7315 
275 ,"Kurdistan Democratic Pa-
rner",49 ,,Party,Nineveh,,Male,Elias Marokshtarahmualiy Shaqoolıy,7316 
275 ,"Kurdistan Democratic Pa-
rner",50 ,,Party,Nineveh,,Male,Hassan Khalil Ismail Dhnoon Ismail,7317 
275 ,"Kurdistan Democratic Pa-
rner",51 ,,Party,Nineveh,,"   female
 ",Vian Sami Ismail Muhawal Ismail,7318 
275 ,"Kurdistan Democratic Pa-
rner",52 ,,Party,Nineveh,,Male,"Saad Mohammad Amir N Omar Shir
al-Zeibari",7319 
275 ,"Kurdistan Democratic Pa-
rner",53 ,,Party,Nineveh,,"   female
 ",سماح اسماعيل مصطفن اسماعيل بيغميلیي,7320 
275 ,"Kurdistan Democratic Pa-
rner",54 ,,Party,Nineveh,,Male,Qais Muhammad Tahiryounis Muhammad Zinaawa,7321 
275 ,"Kurdistan Democratic Pa-
rner",55 ,,Party,Nineveh,,Male,كرمند موس حمی زكريا الهرکیي,7322 
275 ,"Kurdistan Democratic Pa-
rner",57 ,,Party,Nineveh,,Male,Ibrahim Mahmoud Jihad Mahmoud Al-Saleh,7323 
275 ,"Kurdistan Democratic Pa-
rner",58 ,,Party,Nineveh,,Male,"Hashim Muhammad Ali Taha
Malik Al-Yafkani",7324 
275 ,"Kurdistan Democratic Pa-
rner",59 ,,Party,Nineveh,,Male,Hello Aref Musa Ismail Barwari,7325 
275 ,"Kurdistan Democratic Pa-
rner",60 ,,Party,Nineveh,,Male,"    Marwan Hassan Haseer N Ah-
              med Al-Atroser Y",7326 
275 ,"Kurdistan Democratic Pa-
rner",61 ,,Party,Nineveh,,Male,"Sir Wan Muhammad Khedr-
          iounis Rozbiani",7327 
275 ,"Kurdistan Democratic Pa-
rner",62 ,,Party,Nineveh,,"   female
 ","      Cavern Saeed Mohammed Ahmed
                          Mazuri",7328 
275 ,"Kurdistan Democratic Pa-
rner",63 ,,Party,Nineveh,,"   female
 ",اخلاص صباح خضن حسيرن الدليمیي,7329 
280 ,Salwa Khalifa Abdullah,1 ,,"Pe-
rson",Nineveh,,"   female
 ",   Salwa Khalifa Abdullah Jassim Al-Zubaidi,7330 
281 ,Nineveh People's Union,1 ,,Alliance,Nineveh,,Male,        Amir Khalaf Mohammad Marez Al-Hadidi,7331 
281 ,Nineveh People's Union,2 ,,Alliance,Nineveh,,Male,Younis Ahmed Jassim Ahmed Shabak,7332 
281 ,Nineveh People's Union,3 ,,Alliance,Nineveh,,Male,"    Sardar Siamand Abdullah Ha-
                   sir Balani",7333 
281 ,Nineveh People's Union,4 ,,Alliance,Nineveh,,"   female
 ",    Ahlam Ramadan Fattah Ismail,7334 
281 ,Nineveh People's Union,5 ,,Alliance,Nineveh,,Male," Riyadh Mahmoud Fatji Hasirn Muh-
                       ammad",7335 
281 ,Nineveh People's Union,6 ,,Alliance,Nineveh,,Male,Rafe Salem Ahmed Dawood,7336 
281 ,Nineveh People's Union,7 ,,Alliance,Nineveh,,Male,Younis Abdullah Mohammed Taha Saleh,7337 
281 ,Nineveh People's Union,8 ,,Alliance,Nineveh,,"   female
 ",Ronzi Ziad Sidorshwal Hasir N,7338 
281 ,Nineveh People's Union,9 ,,Alliance,Nineveh,,Male,Basman Samonafkhosh Rashwal Ali,7339 
281 ,Nineveh People's Union,10 ,,Alliance,Nineveh,,Male,ZiadNadem Bardan Qasim Al-Ali,7340 
281 ,Nineveh People's Union,11 ,,Alliance,Nineveh,,Male,Ghazi Faisal Rustum Baba,7341 
281 ,Nineveh People's Union,12 ,,Alliance,Nineveh,,"   female
 ","The capital of Saadallah KhadnktwalNa-
sser",7342 
281 ,Nineveh People's Union,13 ,,Alliance,Nineveh,,Male,"Ahmed Haseer N Taha Ha-
seer N",7343 
281 ,Nineveh People's Union,14 ,,Alliance,Nineveh,,Male,Negroan Issa Mermeso,7344 
281 ,Nineveh People's Union,15 ,,Alliance,Nineveh,,Male,Akram Bilal Mahmoud Jadoua Al-Hadidi,7345 
281 ,Nineveh People's Union,16 ,,Alliance,Nineveh,,"   female
 ","Muthanna Bashir Asaf Hassan Al-
Salman",7346 
281 ,Nineveh People's Union,17 ,,Alliance,Nineveh,,Male,Saleh Jameel Sultan Mohammed,7347 
281 ,Nineveh People's Union,18 ,,Alliance,Nineveh,,Male,Mohammed Awad Saud Ismail Ismail,7348 
281 ,Nineveh People's Union,19 ,,Alliance,Nineveh,,Male,Ribas Khalil Saleh Rasool,7349 
281 ,Nineveh People's Union,20 ,,Alliance,Nineveh,,"   female
 ",Hoda Najm Abdullah Ghazal Al-Sabaawi,7350 
281 ,Nineveh People's Union,21 ,,Alliance,Nineveh,,Male,Muhammad Nouri Saif al-Din Muhammad Nouri Muhammad Sa`id al-Mulla Yusuf,7351 
281 ,Nineveh People's Union,22 ,,Alliance,Nineveh,,Male,Ali Elias Ali Nazir Al-Nadhir,7352 
281 ,Nineveh People's Union,23 ,,Alliance,Nineveh,,Male,Fawaz Ghazi Abdul Razzaq Hamidi Al-Ahmadi,7353 
281 ,Nineveh People's Union,24 ,,Alliance,Nineveh,,"   female
 ",Shaza Diaa Khalil Ibrahim Al-Qattan,7354 
281 ,Nineveh People's Union,25 ,,Alliance,Nineveh,,Male,Khaled Abdulkaoud Mohammed Al-Mohammed,7355 
281 ,Nineveh People's Union,26 ,,Alliance,Nineveh,,Male,"Mahdi Hamoud Khadnam-
klad",7356 
281 ,Nineveh People's Union,27 ,,Alliance,Nineveh,,Male,Majeed Ahmed Ismail Ahmed,7357 
281 ,Nineveh People's Union,28 ,,Alliance,Nineveh,,"   female
 ",Fragrant by Younis Youssef Sultan Al-Omarshan,7358 
281 ,Nineveh People's Union,29 ,,Alliance,Nineveh,,Male,Mohammed Taha Abdullah Fatji Al-Jabouri,7359 
281 ,Nineveh People's Union,30 ,,Alliance,Nineveh,,Male,Farhad Mohsen Mostafa KhalafAl-Khalaf,7360 
281 ,Nineveh People's Union,31 ,,Alliance,Nineveh,,Male,Mustafa Saad Abdulrahman Abdul Aziz Al-Qaisi,7361 
281 ,Nineveh People's Union,32 ,,Alliance,Nineveh,,"   female
 ","The voice of Salem Abdulhadi
Amiren",7362 
281 ,Nineveh People's Union,33 ,,Alliance,Nineveh,,"   female
 ","Zainab Ahmed Mohammed Ali Al-
Abidi",7363 
281 ,Nineveh People's Union,34 ,,Alliance,Nineveh,, Male,Nizar Khedida Jokomto,7364 
281 ,Nineveh People's Union,35 ,,Alliance,Nineveh,, Male,"Khaled Ahmed Hassan Mohammed Has-
san",7365 
281 ,Nineveh People's Union,36 ,,Alliance,Nineveh,,"   female
 ",Sabreen Ammar Mohammed Mahmoud,7366 
281 ,Nineveh People's Union,37 ,,Alliance,Nineveh,, Male,Zuhair Moatasem Musleh Shafiq,7367 
281 ,Nineveh People's Union,38 ,,Alliance,Nineveh,, Male,"Issam Anwar Muhammad Amir N Majeed
Zankena",7368 
281 ,Nineveh People's Union,39 ,,Alliance,Nineveh,, Male,Abdullah Eidan Abdullah Suleiman Abdo,7369 
281 ,Nineveh People's Union,40 ,,Alliance,Nineveh,,"   female
 ",ريم فوزي ياسيرن يونس الزبير,7370 
281 ,Nineveh People's Union,41 ,,Alliance,Nineveh,, Male,Saad Jassim Mohammed Obaid,7371 
281 ,Nineveh People's Union,42 ,,Alliance,Nineveh,, Male,Subhan Adel Ahmed Hassan Al-Muhammad,7372 
281 ,Nineveh People's Union,43 ,,Alliance,Nineveh,, Male,"Ziad Ali LatifMus-
tafa",7373 
281 ,Nineveh People's Union,44 ,,Alliance,Nineveh,,"   female
 ",Nada Hassoukassem Mahmoud,7374 
281 ,Nineveh People's Union,45 ,,Alliance,Nineveh,, Male,Asaad Mohammed Salim Khadir,7375 
281 ,Nineveh People's Union,46 ,,Alliance,Nineveh,, Male,Younis Muawiya Abdullah Mustafa,7376 
281 ,Nineveh People's Union,47 ,,Alliance,Nineveh,, Male,Khadnocolomus AsafAl-Asaf,7377 
281 ,Nineveh People's Union,48 ,,Alliance,Nineveh,, Male,Omar Ahmed Khalaf Saleh Al-Dulayi,7378 
281 ,Nineveh People's Union,49 ,,Alliance,Nineveh,, Male,"Omar Khadjan Juma Has-
san",7379 
281 ,Nineveh People's Union,50 ,,Alliance,Nineveh,, Male,Dakhil Qasim Malik Ahmed,7380 
281 ,Nineveh People's Union,51 ,,Alliance,Nineveh,," Male
سمیي",جیاي ديوالیي سعید,7381 
281 ,Nineveh People's Union,52 ,,Alliance,Nineveh,,"   female
 ",Salwa Khazal Muhammad Ali,7382 
281 ,Nineveh People's Union,53 ,,Alliance,Nineveh,,"   female
 ",Enaam Khalil Hassan Rashid,7383 
281 ,Nineveh People's Union,54 ,,Alliance,Nineveh,, Male,Imad Musli Shibli Majo,7384 
281 ,Nineveh People's Union,55 ,,Alliance,Nineveh,, Male,Hassan Mohammed Attia Abdullah,7385 
281 ,Nineveh People's Union,57 ,,Alliance,Nineveh,,"   female
 ",Iman Mohsen Hadi Hasirn,7386 
281 ,Nineveh People's Union,58 ,,Alliance,Nineveh,, Male,"Good Friday morning, Suleiman Hassan",7387 
281 ,Nineveh People's Union,59 ,,Alliance,Nineveh,, Male,Hassan plows Ahmed Jassim Al-Sari,7388 
